DOI,poci,openalex,coci,venue,publication_year,is_oa
10.1016/j.cmpb.2019.05.015,False,True,True,Computer Methods and Programs in Biomedicine,2019,False
10.1016/j.compbiomed.2019.03.014,False,True,True,Computers in Biology and Medicine,2019,False
10.1016/j.cmpb.2020.105395,False,True,True,Computer Methods and Programs in Biomedicine,2020,True
10.1109/tii.2020.2998818,False,True,True,IEEE Transactions on Industrial Informatics,2021,True
10.1109/tip.2020.2973510,False,True,True,IEEE transactions on image processing,2020,True
10.1016/j.compbiomed.2020.103758,False,True,True,Computers in Biology and Medicine,2020,False
10.1109/tmi.2019.2901398,False,True,True,IEEE Transactions on Medical Imaging,2019,False
10.1007/978-3-030-87193-2_11,False,True,True,Springer eBooks,2021,True
10.1007/978-3-030-11726-9_40,False,True,True,Lecture Notes in Computer Science,2018,False
10.1109/jbhi.2018.2874033,False,True,True,IEEE Journal of Biomedical and Health Informatics,2019,True
10.1016/j.ymeth.2020.05.022,False,True,True,Methods,2021,True
10.1097/rli.0000000000000349,False,True,True,Investigative Radiology,2017,True
10.1007/s12652-018-0854-8,False,True,True,Journal of Ambient Intelligence and Humanized Computing,2018,False
10.1109/access.2019.2927433,False,True,True,IEEE Access,2019,True
10.1016/j.jiph.2020.06.033,False,True,True,Journal of Infection and Public Health,2020,True
10.1016/j.patrec.2019.11.016,False,True,True,Pattern Recognition Letters,2020,False
10.1016/j.artmed.2016.08.004,False,True,True,Artificial Intelligence in Medicine,2016,False
10.1016/j.patrec.2019.11.017,False,True,True,Pattern Recognition Letters,2020,False
10.1038/s41529-018-0058-x,False,True,True,npj Materials degradation,2018,True
10.1088/1361-6560/aab9e9,False,True,True,Physics in Medicine and Biology,2018,False
10.1016/j.neucom.2019.01.111,False,True,True,Neurocomputing,2020,False
10.1109/mpul.2017.2701493,False,True,True,IEEE Pulse,2017,False
10.1016/j.bspc.2019.101641,False,True,True,Biomedical Signal Processing and Control,2020,False
10.1007/s10916-019-1453-8,False,True,True,Journal of Medical Systems,2019,False
10.1016/j.ejmp.2018.05.017,False,True,True,Physica Medica,2018,False
10.1016/j.media.2017.12.009,False,True,True,Medical Image Analysis,2018,False
10.1007/s41095-019-0139-y,False,True,True,Computational Visual Media,2019,True
10.1007/978-3-030-32251-9_46,False,True,True,Lecture Notes in Computer Science,2019,True
10.1016/j.media.2020.101746,False,True,True,Medical Image Analysis,2020,False
10.1109/access.2020.2983075,False,True,True,IEEE Access,2020,True
10.1016/j.inffus.2016.10.003,False,True,True,Information Fusion,2017,False
10.1016/j.compmedimag.2019.02.001,False,True,True,Computerized Medical Imaging and Graphics,2019,True
10.1007/978-3-030-46640-4_20,False,True,True,Lecture Notes in Computer Science,2019,False
10.1017/9781139061773,False,True,True,,2020,True
10.2214/ajr.18.20218,False,True,True,American Journal of Roentgenology,2019,False
10.1109/tmi.2019.2945521,False,True,True,IEEE Transactions on Medical Imaging,2020,True
10.1109/rbme.2019.2946868,False,True,True,IEEE Reviews in Biomedical Engineering,2020,False
10.1007/978-3-030-72087-2_11,False,True,True,Lecture Notes in Computer Science,2020,True
10.1002/mp.12945,False,True,True,Medical Physics,2018,False
10.1007/978-3-030-32248-9_21,False,True,True,Lecture Notes in Computer Science,2019,True
10.1109/tip.2019.2941265,False,True,True,IEEE transactions on image processing,2020,True
10.1007/s13369-019-03967-8,False,True,True,Arabian journal for science and engineering,2019,False
10.1007/978-3-319-30858-6_13,False,True,True,Lecture Notes in Computer Science,2015,False
10.1109/jbhi.2018.2843819,False,True,True,IEEE Journal of Biomedical and Health Informatics,2019,False
10.1007/s12652-018-1092-9,False,True,True,Journal of Ambient Intelligence and Humanized Computing,2018,False
10.1007/978-3-319-66185-8_49,False,True,True,Lecture Notes in Computer Science,2017,True
10.1016/j.bbe.2019.07.005,False,True,True,Biocybernetics and Biomedical Engineering,2019,True
10.1007/s10916-019-1483-2,False,True,True,Journal of Medical Systems,2020,False
10.1109/jbhi.2020.2964016,False,True,True,IEEE Journal of Biomedical and Health Informatics,2020,True
10.1007/978-3-030-00931-1_69,False,True,True,Springer eBooks,2018,True
10.1016/j.ejmp.2018.03.012,False,True,True,Physica Medica,2018,False
10.1016/j.suronc.2018.09.002,False,True,True,Surgical Oncology-oxford,2018,False
10.1016/s2589-7500(20)30085-6,False,True,True,The Lancet Digital Health,2020,True
10.1109/jiot.2020.3012452,False,True,True,IEEE Internet of Things Journal,2021,True
10.1016/j.radonc.2019.03.004,False,True,True,Radiotherapy and Oncology,2019,True
10.1007/978-3-319-42016-5_6,False,True,True,Springer eBooks,2015,False
10.1109/jbhi.2018.2825027,False,True,True,IEEE Journal of Biomedical and Health Informatics,2019,False
10.1016/j.patcog.2018.05.006,False,True,True,Pattern Recognition,2018,False
10.1016/j.media.2020.101692,False,True,True,Medical Image Analysis,2020,True
10.1109/embc.2017.8037243,False,True,True,International Conference of the IEEE Engineering in Medicine and Biology Society,2017,False
10.1109/isbi.2018.8363653,False,True,True,International Symposium on Biomedical Imaging,2018,False
10.1016/j.inffus.2021.06.007,False,True,True,Information Fusion,2021,False
10.1007/978-3-319-30858-6_12,False,True,True,Lecture Notes in Computer Science,2015,False
10.1016/j.future.2018.03.025,False,True,True,Future Generation Computer Systems,2018,False
10.1016/j.bspc.2018.06.001,False,True,True,Biomedical Signal Processing and Control,2019,False
10.1002/jemt.23281,False,True,True,Microscopy Research and Technique,2019,False
10.1109/access.2019.2922691,False,True,True,IEEE Access,2019,True
10.1007/s00521-019-04369-5,False,True,True,Neural Computing and Applications,2020,False
10.1007/978-3-030-11726-9_6,False,True,True,Lecture Notes in Computer Science,2018,True
10.1016/j.ymeth.2020.06.003,False,True,True,Methods,2021,False
10.1016/j.neucom.2020.03.097,False,True,True,Neurocomputing,2020,False
10.1016/j.patcog.2017.02.013,False,True,True,Pattern Recognition,2017,False
10.1007/s11548-018-1898-0,False,True,True,International Journal of Computer Assisted Radiology and Surgery,2019,False
10.1002/jemt.23224,False,True,True,Microscopy Research and Technique,2019,False
10.1007/978-3-030-32251-9_32,False,True,True,Springer eBooks,2019,True
10.1007/s00521-019-04650-7,False,True,True,Neural Computing and Applications,2020,False
10.1016/j.media.2021.102166,False,True,True,Medical Image Analysis,2021,True
10.1016/j.compbiomed.2021.104320,False,True,True,Computers in Biology and Medicine,2021,False
10.1016/j.eswa.2018.10.040,False,True,True,Expert Systems With Applications,2019,False
10.1007/978-3-030-11726-9_1,False,True,True,Lecture Notes in Computer Science,2018,False
10.1109/access.2019.2928975,False,True,True,IEEE Access,2019,True
10.1007/s12652-020-02470-5,False,True,True,Journal of Ambient Intelligence and Humanized Computing,2020,False
10.1002/jemt.22733,False,True,True,Microscopy Research and Technique,2016,False
10.1109/emes.2017.7980424,False,True,True,International Conference on Engineering of Modern Electric Systems,2017,False
10.3390/app10103429,False,True,True,Applied sciences,2020,True
10.1007/978-3-030-11726-9_12,False,True,True,Lecture Notes in Computer Science,2018,True
10.1016/j.eswa.2021.114566,False,True,True,Expert Systems With Applications,2021,False
10.1007/978-3-319-55524-9_8,False,True,True,Lecture Notes in Computer Science,2016,False
10.1007/978-3-030-02628-8_12,False,True,True,Lecture Notes in Computer Science,2018,True
10.1016/j.comcom.2020.01.013,False,True,True,Computer Communications,2020,False
10.1016/j.neucom.2020.10.031,False,True,True,Neurocomputing,2021,False
10.1007/s00259-019-04606-y,False,True,True,European Journal of Nuclear Medicine and Molecular Imaging,2020,False
10.1007/978-3-319-75238-9_21,False,True,True,Springer eBooks,2017,True
10.1007/978-3-319-75541-0_15,False,True,True,Lecture Notes in Computer Science,2017,False
10.1007/978-981-13-8950-4_27,False,True,True,"Smart innovation, systems and technologies",2020,True
10.1109/tmi.2019.2914656,False,True,True,IEEE Transactions on Medical Imaging,2019,False
10.1007/978-3-319-50478-0_6,False,True,True,Springer International Publishing eBooks,2016,True
10.1109/tmi.2019.2918096,False,True,True,IEEE Transactions on Medical Imaging,2020,True
10.1002/ima.22571,False,True,True,International Journal of Imaging Systems and Technology,2021,True
10.1109/embc.2018.8513556,False,True,True,International Conference of the IEEE Engineering in Medicine and Biology Society,2018,False
10.1109/access.2018.2872939,False,True,True,IEEE Access,2018,True
10.1109/isbi.2018.8363717,False,True,True,arXiv (Cornell University),2018,True
10.3390/sym8110132,False,True,True,Symmetry,2016,True
10.1109/embc.2017.8037508,False,True,True,International Conference of the IEEE Engineering in Medicine and Biology Society,2017,False
10.1016/j.jvcir.2018.11.047,False,True,True,Journal of Visual Communication and Image Representation,2019,False
10.1016/j.media.2020.101713,False,True,True,Medical Image Analysis,2020,True
10.1109/access.2020.2998601,False,True,True,IEEE Access,2020,True
10.1109/tmi.2017.2695523,False,True,True,IEEE Transactions on Medical Imaging,2017,True
10.1016/j.compbiomed.2018.05.005,False,True,True,Computers in Biology and Medicine,2018,False
10.1016/j.bbe.2019.06.003,False,True,True,Biocybernetics and Biomedical Engineering,2019,False
10.1016/j.media.2021.102336,False,True,True,Medical Image Analysis,2021,True
10.1007/978-3-319-30858-6_17,False,True,True,Springer International Publishing eBooks,2015,False
10.1016/j.compbiomed.2017.10.003,False,True,True,Computers in Biology and Medicine,2017,True
10.1109/tip.2020.3023609,False,True,True,IEEE transactions on image processing,2020,True
10.1007/s11548-015-1311-1,False,True,True,International Journal of Computer Assisted Radiology and Surgery,2015,True
10.1109/tbme.2017.2702182,False,True,True,IEEE Transactions on Biomedical Engineering,2018,False
10.1002/mp.14368,False,True,True,Medical Physics,2020,True
10.1080/00207454.2021.1883602,False,True,True,International Journal of Neuroscience,2021,False
10.1016/j.ins.2015.10.018,False,True,True,Information Sciences,2016,False
10.1109/tmi.2015.2508150,False,True,True,IEEE Transactions on Medical Imaging,2016,True
10.1016/j.asoc.2016.10.032,False,True,True,Applied Soft Computing,2017,False
10.1155/2018/3738049,False,True,True,Journal of optimization,2018,True
10.1007/978-3-030-32248-9_48,False,True,True,Springer eBooks,2019,True
10.1109/jbhi.2020.2982103,False,True,True,IEEE Journal of Biomedical and Health Informatics,2020,True
10.3390/app10093280,False,True,True,Applied sciences,2020,True
10.48550/arxiv.1608.05895,False,True,False,arXiv (Cornell University),2016,True
10.1002/ima.22253,False,True,True,International Journal of Imaging Systems and Technology,2018,False
10.1007/978-3-030-32248-9_14,False,True,True,Lecture Notes in Computer Science,2019,True
10.1049/iet-ipr.2017.1124,False,True,True,Iet Image Processing,2018,False
10.1007/978-3-030-00928-1_78,False,True,True,Springer International Publishing eBooks,2018,True
10.1109/tmi.2018.2868977,False,True,False,IEEE Transactions on Medical Imaging,2019,True
10.1007/978-3-030-11726-9_4,False,True,True,Lecture Notes in Computer Science,2018,False
10.1007/978-3-030-46640-4_36,False,True,True,Springer International Publishing eBooks,2019,False
10.1109/tmi.2016.2626443,False,True,True,IEEE Transactions on Medical Imaging,2017,True
10.1007/978-3-319-55524-9_9,False,True,True,Lecture Notes in Computer Science,2016,False
10.1016/j.cviu.2018.01.006,False,True,True,Computer Vision and Image Understanding,2018,True
10.1109/iecbes.2018.8626704,False,True,True,HAL (Le Centre pour la Communication Scientifique Directe),2018,False
10.1007/978-3-030-46640-4_13,False,True,True,Lecture Notes in Computer Science,2019,True
10.1016/j.procs.2020.03.295,False,True,True,Procedia Computer Science,2020,True
10.1016/j.eswa.2016.10.064,False,True,True,Expert Systems With Applications,2017,False
10.1109/casp.2016.7746146,False,True,True,2016 Conference on Advances in Signal Processing (CASP),2016,False
10.1109/tmm.2017.2729400,False,True,True,IEEE Transactions on Multimedia,2017,True
10.1016/j.compmedimag.2019.04.001,False,True,True,Computerized Medical Imaging and Graphics,2019,False
10.1049/iet-ipr.2019.0157,False,True,True,Iet Image Processing,2019,False
10.1016/j.artmed.2019.101769,False,True,True,Artificial Intelligence in Medicine,2020,True
10.1016/j.irbm.2021.06.003,False,True,True,Irbm,2021,False
10.1016/j.knosys.2021.107456,False,True,True,Knowledge Based Systems,2021,False
10.1109/tip.2017.2708504,False,True,True,IEEE transactions on image processing,2017,True
10.1109/iceice.2017.8191888,False,True,True,International Conference on Electric Information and Control Engineering,2017,False
10.1109/bibe.2017.00-86,False,True,True,Bioinformatics and Bioengineering,2017,False
10.1109/access.2019.2908039,False,True,True,IEEE Access,2019,True
10.1007/s00521-019-04679-8,False,True,True,Neural Computing and Applications,2020,False
10.1007/s00062-015-0471-2,False,True,True,Clinical neuroradiology,2017,False
10.1007/s11060-016-2312-9,False,True,True,Journal of Neuro-oncology,2017,False
10.1007/s00521-017-2869-z,False,True,True,Neural Computing and Applications,2018,False
10.1016/j.cogsys.2019.10.002,False,True,True,Cognitive Systems Research,2020,False
10.1109/ijcnn48605.2020.9206659,False,True,True,International Joint Conference on Neural Network,2020,True
10.1109/tmi.2021.3130469,False,True,True,IEEE Transactions on Medical Imaging,2022,True
10.1007/978-3-030-67194-5_4,False,True,True,Lecture Notes in Computer Science,2021,True
10.1109/tmi.2016.2589760,False,True,True,IEEE Transactions on Medical Imaging,2016,True
10.1515/revneuro-2018-0050,False,True,True,Reviews in The Neurosciences,2018,False
10.1016/j.mri.2019.04.013,False,True,True,Magnetic Resonance Imaging,2019,True
10.1117/12.2293394,False,True,True,Medical Imaging 2018: Image Processing,2018,True
10.1109/tip.2017.2685345,False,True,True,IEEE transactions on image processing,2017,True
10.1109/jbhi.2017.2740500,False,True,True,IEEE Journal of Biomedical and Health Informatics,2018,False
10.1016/j.ins.2017.10.011,False,True,True,Information Sciences,2018,False
10.1007/978-3-319-75238-9_18,False,True,True,Lecture Notes in Computer Science,2017,True
10.1016/j.diii.2019.02.001,False,True,True,Diagnostic and interventional imaging,2019,True
10.1007/s00062-020-00884-4,False,True,True,Clinical neuroradiology,2021,False
10.1016/j.mehy.2020.109705,False,True,True,Medical Hypotheses,2020,False
10.1109/jstsp.2020.3013418,False,True,True,IEEE Journal of Selected Topics in Signal Processing,2020,False
10.1002/jemt.23694,False,True,True,Microscopy Research and Technique,2021,False
10.1007/978-3-319-55524-9_11,False,True,True,Lecture Notes in Computer Science,2016,False
10.1007/978-3-030-11726-9_33,False,True,True,Springer International Publishing eBooks,2018,False
10.1016/j.cogsys.2019.10.001,False,True,True,Cognitive Systems Research,2020,True
10.1109/tap.2019.2948565,False,True,True,IEEE Transactions on Antennas and Propagation,2020,False
10.1109/access.2019.2958370,False,True,True,IEEE Access,2019,True
10.1038/s41551-020-0577-y,False,True,True,Nature Biomedical Engineering,2020,False
10.1016/j.cmpb.2020.105809,False,True,True,Computer Methods and Programs in Biomedicine,2021,False
10.1007/978-3-319-66179-7_33,False,True,True,Lecture Notes in Computer Science,2017,True
10.1007/978-3-319-75238-9_13,False,True,True,Lecture Notes in Computer Science,2017,False
10.1007/978-3-030-01261-8_40,False,True,True,Springer International Publishing eBooks,2018,False
10.1007/s13735-018-0162-2,False,True,True,International Journal of Multimedia Information Retrieval,2019,False
10.1007/978-3-030-11726-9_22,False,True,True,Lecture Notes in Computer Science,2018,False
10.1109/iccke48569.2019.8964956,False,True,True,arXiv (Cornell University),2020,True
10.1007/978-3-030-33128-3_2,False,True,True,Advances in Experimental Medicine and Biology,2020,False
10.1109/access.2020.3018160,False,True,True,IEEE Access,2020,True
10.1002/jmri.25939,False,True,True,Journal of Magnetic Resonance Imaging,2018,False
10.1146/annurev-biodatasci-072018-021237,False,True,True,Annual review of biomedical data science,2019,False
10.1016/j.bbe.2019.02.002,False,True,True,Biocybernetics and Biomedical Engineering,2019,False
10.1109/access.2020.2973707,False,True,True,IEEE Access,2020,True
10.1097/rli.0000000000000647,False,True,True,Investigative Radiology,2020,False
10.1016/j.neucom.2020.06.078,False,True,True,Neurocomputing,2020,False
10.1109/tmi.2020.3034995,False,True,True,IEEE Transactions on Medical Imaging,2020,True
10.1109/tmi.2022.3167808,False,True,True,IEEE Transactions on Medical Imaging,2022,True
10.1007/978-3-319-30858-6_15,False,True,True,Lecture Notes in Computer Science,2015,False
10.3171/2016.9.jns16146,False,True,True,Journal of Neurosurgery,2017,True
10.1109/ijcnn.2017.7966129,False,True,True,International Joint Conference on Neural Network,2017,False
10.1007/978-3-319-75238-9_11,False,True,True,Springer eBooks,2017,False
10.1007/978-3-030-11723-8_7,False,True,True,Springer International Publishing eBooks,2018,True
10.1007/978-3-030-00931-1_74,False,True,True,Lecture Notes in Computer Science,2018,True
10.1109/jbhi.2018.2879381,False,True,True,IEEE Journal of Biomedical and Health Informatics,2019,True
10.1007/s10916-019-1358-6,False,True,True,Journal of Medical Systems,2019,False
10.1016/j.compbiomed.2020.103766,False,True,True,Computers in Biology and Medicine,2020,False
10.1016/j.media.2020.101719,False,True,True,Medical Image Analysis,2020,True
10.1007/978-3-030-59710-8_75,False,True,True,Lecture Notes in Computer Science,2020,True
10.1007/978-3-030-00889-5_14,False,True,True,Lecture Notes in Computer Science,2018,False
10.1016/j.mri.2019.05.037,False,True,True,Magnetic Resonance Imaging,2019,False
10.48550/arxiv.1711.01468,False,True,False,arXiv (Cornell University),2017,True
10.1007/s11081-018-9390-9,False,True,True,Optimization and Engineering,2018,True
10.1016/j.jneumeth.2019.108575,False,True,True,Journal of Neuroscience Methods,2020,False
10.1016/j.neuroimage.2020.116620,False,True,True,NeuroImage,2020,True
10.1109/tmi.2021.3098703,False,True,True,IEEE Transactions on Medical Imaging,2021,True
10.1007/978-3-319-55524-9_22,False,True,True,Lecture Notes in Computer Science,2016,False
10.1109/msmc.2017.2664158,False,True,True,"IEEE Systems, Man, and Cybernetics Magazine",2017,False
10.1007/978-3-030-00828-4_35,False,True,True,IFIP advances in information and communication technology,2018,True
10.1007/978-3-030-20351-1_32,False,True,True,Lecture Notes in Computer Science,2019,True
10.1016/j.neuroimage.2019.05.017,False,True,True,NeuroImage,2019,False
10.1109/jbhi.2021.3049452,False,True,True,IEEE Journal of Biomedical and Health Informatics,2019,True
10.3390/sym12081256,False,True,True,Symmetry,2020,True
10.1007/978-3-030-72084-1_25,False,True,True,Lecture Notes in Computer Science,2020,True
10.1049/iet-ipr.2016.1103,False,True,True,Iet Image Processing,2017,False
10.1109/tmi.2018.2794918,False,True,True,IEEE Transactions on Medical Imaging,2018,True
10.1109/access.2018.2888488,False,True,True,IEEE Access,2019,True
10.1007/978-3-030-11726-9_8,False,True,True,Lecture Notes in Computer Science,2018,False
10.1109/tase.2020.2978881,False,True,True,IEEE Transactions on Automation Science and Engineering,2020,False
10.1007/s12032-020-01374-w,False,True,True,Medical Oncology,2020,False
10.1007/978-3-030-46640-4_25,False,True,True,Springer eBooks,2019,True
10.1016/j.neunet.2020.05.002,False,True,True,Neural Networks,2020,True
10.1007/978-3-030-46640-4_32,False,True,True,Springer International Publishing eBooks,2019,True
10.1016/j.jksues.2020.06.001,False,True,True,Journal of King Saud University: Engineering Sciences,2021,True
10.1007/s13246-021-01019-w,False,True,True,Physical and Engineering Sciences in Medicine,2021,False
10.1016/j.bspc.2021.102958,False,True,True,Biomedical Signal Processing and Control,2021,False
10.1016/j.media.2016.04.005,False,True,True,Medical Image Analysis,2016,True
10.1109/embc.2016.7592082,False,True,True,International Conference of the IEEE Engineering in Medicine and Biology Society,2016,False
10.1080/02699052.2016.1222080,False,True,True,Brain Injury,2016,False
10.1109/enbeng.2017.7889452,False,True,True,IEEE Portuguese Meeting on Bioengineering,2017,False
10.1007/978-3-319-55524-9_15,False,True,True,Lecture Notes in Computer Science,2016,True
10.1007/978-3-319-55524-9_7,False,True,True,Springer eBooks,2016,False
10.1016/j.cmpb.2018.04.004,False,True,True,Computer Methods and Programs in Biomedicine,2018,False
10.1016/j.cmpb.2018.05.031,False,True,True,Computer Methods and Programs in Biomedicine,2018,False
10.1016/j.eswa.2018.06.041,False,True,True,Expert Systems With Applications,2018,False
10.1016/j.ijmedinf.2019.05.002,False,True,True,International Journal of Medical Informatics,2019,False
10.1007/978-3-030-32245-8_9,False,True,True,Lecture Notes in Computer Science,2019,True
10.1002/ima.22368,False,True,True,International Journal of Imaging Systems and Technology,2020,False
10.1007/978-3-030-32248-9_20,False,True,True,Lecture Notes in Computer Science,2019,True
10.1109/access.2019.2961630,False,True,True,IEEE Access,2020,True
10.1007/s11517-020-02179-9,False,True,True,Medical & Biological Engineering & Computing,2020,False
10.1007/978-3-030-46643-5_8,False,True,True,Springer eBooks,2019,True
10.1007/s11042-020-09271-0,False,True,True,Multimedia Tools and Applications,2021,False
10.1007/978-3-030-00931-1_81,False,True,True,Springer International Publishing eBooks,2018,True
10.1007/978-3-031-08999-2_22,False,True,False,Springer eBooks,2022,True
10.1109/fskd.2015.7381955,False,True,True,Fuzzy Systems and Knowledge Discovery,2015,False
10.1016/j.compeleceng.2016.03.008,False,True,True,Computers & Electrical Engineering,2016,True
10.5120/ijca2016912177,False,True,False,International journal of computer applications,2016,True
10.1007/978-3-319-75238-9_27,False,True,True,Springer eBooks,2017,False
10.1007/978-3-319-75238-9_33,False,True,True,Springer International Publishing eBooks,2017,True
10.1109/icip.2017.8297006,False,True,True,International Conference on Image Processing,2017,True
10.1016/b978-0-12-813087-2.00010-5,False,True,True,Elsevier eBooks,2018,False
10.1109/icedss.2018.8544306,False,True,True,2018 Conference on Emerging Devices and Smart Systems (ICEDSS),2018,False
10.1007/s11042-019-7324-y,False,True,True,Multimedia Tools and Applications,2020,False
10.1007/s10009-019-00511-9,False,True,True,International Journal on Software Tools for Technology Transfer,2020,False
10.1007/978-3-030-17462-0_16,False,True,True,Springer International Publishing eBooks,2019,True
10.1109/comitcon.2019.8862209,False,True,True,"International Conference Machine Learning, Big Data, Cloud and Parallel Computing",2019,False
10.1016/j.neunet.2020.08.014,False,True,True,Neural Networks,2020,False
10.1016/j.radonc.2020.10.002,False,True,True,Radiotherapy and Oncology,2020,True
10.1007/978-3-030-11723-8_23,False,True,True,Lecture Notes in Computer Science,2018,True
10.1007/978-3-030-72084-1_30,False,True,True,Springer International Publishing eBooks,2020,True
10.1007/s40747-021-00563-y,False,True,True,Complex & intelligent systems,2021,True
10.1002/mrm.25824,False,True,False,Magnetic Resonance in Medicine,2016,False
10.1007/978-3-030-11726-9_27,False,True,True,Springer International Publishing eBooks,2018,True
10.1016/j.inffus.2018.09.009,False,True,True,Information Fusion,2019,True
10.1109/isbi.2018.8363545,False,True,True,arXiv (Cornell University),2018,True
10.1016/j.bspc.2019.101589,False,True,True,Biomedical Signal Processing and Control,2019,False
10.1007/s00330-019-06441-z,False,True,True,European Radiology,2020,False
10.1016/b978-0-12-815739-8.00010-9,False,True,True,Elsevier eBooks,2020,False
10.3390/sym12050721,False,True,True,Symmetry,2020,True
10.1016/j.neucom.2020.09.016,False,True,True,Neurocomputing,2021,False
10.1002/mp.14391,False,True,True,Medical Physics,2020,True
10.1016/j.compmedimag.2020.101831,False,True,True,Computerized Medical Imaging and Graphics,2021,False
10.1016/j.jocn.2021.04.043,False,True,True,Journal of Clinical Neuroscience,2021,True
10.3390/app112311191,False,True,True,Applied sciences,2021,True
10.1007/s11045-018-0603-3,False,True,True,Multidimensional Systems and Signal Processing,2019,False
10.1007/978-3-030-11726-9_14,False,True,True,Springer International Publishing eBooks,2018,False
10.1007/s11042-019-7498-3,False,True,True,Multimedia Tools and Applications,2019,False
10.1109/iccisci.2019.8716449,False,True,True,International Conference on Computer and Information Sciences,2019,False
10.1016/j.patrec.2019.08.003,False,True,True,Pattern Recognition Letters,2019,True
10.1038/s42256-019-0137-x,False,True,True,Nature Machine Intelligence,2020,False
10.1088/1741-2552/ab8131,False,True,False,Journal of Neural Engineering,2019,True
10.1007/s11063-020-10230-x,False,True,True,Neural Processing Letters,2020,False
10.1007/978-3-030-46640-4_16,False,True,True,Lecture Notes in Computer Science,2019,True
10.1016/j.bspc.2020.102259,False,True,True,Biomedical Signal Processing and Control,2021,False
10.1109/tip.2020.3038363,False,True,True,IEEE transactions on image processing,2021,True
10.1016/j.ins.2021.10.005,False,True,True,Information Sciences,2022,False
10.1016/j.cviu.2019.01.007,False,True,True,Computer Vision and Image Understanding,2019,True
10.1007/978-3-319-30858-6_16,False,True,True,Lecture Notes in Computer Science,2015,False
10.1109/csci.2016.0156,False,True,True,International Conference on Computational Science,2016,False
10.1007/978-3-319-55524-9_16,False,True,True,Springer eBooks,2016,False
10.1109/mmsp.2017.8122291,False,True,True,Multimedia Signal Processing,2017,False
10.1007/978-3-319-75238-9_30,False,True,True,Lecture Notes in Computer Science,2017,False
10.1109/icip.2018.8451682,False,True,True,International Conference on Image Processing,2018,False
10.1016/j.jksuci.2018.11.001,False,True,True,Journal of King Saud University - Computer and Information Sciences,2022,True
10.1007/978-3-030-11726-9_18,False,True,True,Lecture Notes in Computer Science,2018,False
10.1016/j.patrec.2019.12.006,False,True,True,Pattern Recognition Letters,2020,False
10.1109/access.2020.2989193,False,True,False,IEEE Access,2020,True
10.1016/j.compmedimag.2020.101811,False,True,True,Computerized Medical Imaging and Graphics,2020,True
10.1007/s12065-020-00539-w,False,True,True,Evolutionary Intelligence,2021,False
10.1109/iccabs.2016.7802771,False,True,True,International Conference on Computational Advances in Bio and Medical Sciences,2016,False
10.1016/j.mri.2017.02.008,False,True,True,Magnetic Resonance Imaging,2017,False
10.1109/bibm.2017.8217751,False,True,True,Bioinformatics and Biomedicine,2017,False
10.1007/978-3-319-75238-9_36,False,True,True,Lecture Notes in Computer Science,2017,False
10.1007/978-3-319-75238-9_22,False,True,True,Lecture Notes in Computer Science,2017,False
10.1007/978-3-030-11726-9_38,False,True,True,Lecture Notes in Computer Science,2018,True
10.1007/978-3-030-11726-9_9,False,True,True,Lecture Notes in Computer Science,2018,False
10.1007/978-3-030-11726-9_43,False,True,True,Springer International Publishing eBooks,2018,False
10.1007/978-3-030-11726-9_17,False,True,True,Lecture Notes in Computer Science,2018,True
10.1016/j.sigpro.2019.107347,False,True,True,Signal Processing,2020,False
10.1007/s11102-019-01026-x,False,True,True,Pituitary,2020,False
10.1109/access.2020.2968395,False,True,True,IEEE Access,2020,True
10.1007/s00330-020-07335-1,False,True,True,European Radiology,2021,False
10.1109/access.2020.3048309,False,True,True,IEEE Access,2021,True
10.1007/s40747-021-00310-3,False,True,True,Complex & Intelligent Systems,2021,True
10.1109/tmi.2021.3065918,False,True,True,IEEE Transactions on Medical Imaging,2021,True
10.1016/j.neucom.2021.05.073,False,True,True,Neurocomputing,2021,True
10.1016/j.compbiomed.2022.105273,False,True,True,Computers in Biology and Medicine,2022,False
10.1016/j.inffus.2022.10.022,False,True,True,Information Fusion,2022,False
10.1088/0031-9155/61/24/8440,False,True,True,Physics in Medicine and Biology,2016,False
10.1007/978-3-319-75238-9_14,False,True,True,Lecture Notes in Computer Science,2017,False
10.2478/ausi-2018-0007,False,True,True,Acta Universitatis Sapientiae: Informatica,2018,True
10.1007/978-3-030-11726-9_2,False,True,True,Lecture Notes in Computer Science,2018,False
10.1016/j.mri.2019.07.010,False,True,True,Magnetic Resonance Imaging,2019,False
10.1016/j.neucom.2019.11.090,False,True,True,Neurocomputing,2020,False
10.1109/cvpr42600.2020.00777,False,True,True,arXiv (Cornell University),2020,True
10.1016/j.spinee.2020.10.006,False,True,True,The Spine Journal,2021,False
10.3390/app10217790,False,True,True,Applied sciences,2020,True
10.1109/tmi.2021.3059265,False,True,True,IEEE Transactions on Medical Imaging,2021,True
10.1109/access.2021.3062380,False,True,True,IEEE Access,2021,True
10.1111/1754-9485.13286,False,True,True,Journal of medical imaging and radiation oncology,2021,False
10.1016/j.asoc.2021.108178,False,True,True,Applied Soft Computing,2021,False
10.1007/978-3-319-75238-9_26,False,True,True,Lecture Notes in Computer Science,2017,False
10.1109/access.2018.2807698,False,True,True,IEEE Access,2018,True
10.1016/j.jksuci.2018.01.009,False,True,True,Journal of King Saud University - Computer and Information Sciences,2018,True
10.1109/atsip.2018.8364471,False,True,True,International Conference on Advanced Technologies for Signal and Image Processing,2018,False
