name,DOI,publication_year,dataset_used,task
3d convolutional neural networks for tumor segmentation using long-range 2d context,10.1016/j.compmedimag.2019.02.001,2019,BRATS,Brain
bag of tricks for 3d mri brain tumor segmentation,10.1007/978-3-030-46640-4_20,2019,BRATS,Brain
transfer learning,10.1017/9781139061773,2020,BRATS,Brain
state of the art: machine learning applications in glioma imaging,10.2214/ajr.18.20218,2019,BRATS,Brain
missing mri pulse sequence synthesis using multi-modal generative adversarial network,10.1109/tmi.2019.2945521,2020,BRATS,Brain
automated brain tumor segmentation using multimodal brain scans: a survey based on models submitted to the brats 2012–2018 challenges,10.1109/rbme.2019.2946868,2020,BRATS,Brain
nnu-net for brain tumor segmentation,10.1007/978-3-030-72087-2_11,2020,BRATS,Brain
improving resolution of<scp>mr</scp>images with an adversarial network incorporating images with different contrast,10.1002/mp.12945,2018,BRATS,Brain
3d dilated multi-fiber network for real-time brain tumor segmentation in mri,10.1007/978-3-030-32248-9_21,2019,BRATS,Brain
mumford–shah loss functional for image segmentation with deep learning,10.1109/tip.2019.2941265,2020,BRATS,Brain
brain tumor detection and segmentation in mr images using deep learning,10.1007/s13369-019-03967-8,2019,BRATS,Brain
glistrboost: combining multimodal mri segmentation registration and biophysical tumor growth modeling with gradient boosting machines for glioma segmentation,10.1007/978-3-319-30858-6_13,2015,BRATS,Brain
mr image super-resolution via wide residual networks with fixed skip connection,10.1109/jbhi.2018.2843819,2019,BRATS,Brain
detection of brain tumor based on features fusion and machine learning,10.1007/s12652-018-1092-9,2018,BRATS,Brain
boundary-aware fully convolutional network for brain tumor segmentation,10.1007/978-3-319-66185-8_49,2017,BRATS,Brain
social-group-optimization based tumor evaluation tool for clinical brain mri of flair/diffusion-weighted modality,10.1016/j.bbe.2019.07.005,2019,BRATS,Brain
brain tumor detection by using stacked autoencoders in deep learning,10.1007/s10916-019-1483-2,2020,BRATS,Brain
an adversarial learning approach to medical image synthesis for lesion detection,10.1109/jbhi.2020.2964016,2020,BRATS,Brain
autofocus layer for semantic segmentation,10.1007/978-3-030-00931-1_69,2018,BRATS,Brain
radiomics in radiooncology – challenging the medical physicist,10.1016/j.ejmp.2018.03.012,2018,BRATS,Brain
overall survival prediction in glioblastoma multiforme patients from volumetric shape and texture features using machine learning,10.1016/j.suronc.2018.09.002,2018,BRATS,Brain
multiclass semantic segmentation and quantification of traumatic brain injury lesions on head ct using deep learning: an algorithm development and multicentre validation study,10.1016/s2589-7500(20)30085-6,2020,BRATS,Brain
deepedn: a deep-learning-based image encryption and decryption network for internet of medical things,10.1109/jiot.2020.3012452,2021,BRATS,Brain
rapid advances in auto-segmentation of organs at risk and target volumes in head and neck cancer,10.1016/j.radonc.2019.03.004,2019,BRATS,Brain
local structure prediction with convolutional neural networks for multimodal brain tumor segmentation,10.1007/978-3-319-42016-5_6,2015,BRATS,Brain
novel radiomic features based on joint intensity matrices for predicting glioblastoma patient survival time,10.1109/jbhi.2018.2825027,2019,BRATS,Brain
hierarchical brain tumour segmentation using extremely randomized trees,10.1016/j.patcog.2018.05.006,2018,BRATS,Brain
fully automatic brain tumor segmentation with deep learning-based selective attention using overlapping patches and multi-class weighted cross-entropy,10.1016/j.media.2020.101692,2020,BRATS,Brain
brain tumor segmentation using cascaded deep convolutional neural network,10.1109/embc.2017.8037243,2017,BRATS,Brain
3d cgan based cross-modality mr image synthesis for brain tumor segmentation,10.1109/isbi.2018.8363653,2018,BRATS,Brain
a comprehensive survey on multimodal medical signals fusion for smart healthcare systems,10.1016/j.inffus.2021.06.007,2021,BRATS,Brain
deep convolutional neural networks for the segmentation of gliomas in multi-sequence mri,10.1007/978-3-319-30858-6_12,2015,BRATS,Brain
an approach to examine magnetic resonance angiography based on tsallis entropy and deformable snake model,10.1016/j.future.2018.03.025,2018,BRATS,Brain
mri brain tumor segmentation based on texture features and kernel sparse coding,10.1016/j.bspc.2018.06.001,2019,BRATS,Brain
deep learning model integrating features and novel classifiers fusion for brain tumor segmentation,10.1002/jemt.23281,2019,BRATS,Brain
combining deep and handcrafted image features for mri brain scan classification,10.1109/access.2019.2922691,2019,BRATS,Brain
a reliable framework for accurate brain image examination and treatment planning based on early diagnosis support for clinicians,10.1007/s00521-019-04369-5,2020,BRATS,Brain
automatic brain tumor segmentation using convolutional neural networks with test-time augmentation,10.1007/978-3-030-11726-9_6,2018,BRATS,Brain
radiomics in neuro-oncology: basics workflow and applications,10.1016/j.ymeth.2020.06.003,2021,BRATS,Brain
afpnet: a 3d fully convolutional neural network with atrous-convolution feature pyramid for brain tumor segmentation via mri images,10.1016/j.neucom.2020.03.097,2020,BRATS,Brain
a local start search algorithm to compute exact hausdorff distance for arbitrary point sets,10.1016/j.patcog.2017.02.013,2017,BRATS,Brain
unsupervised pathology detection in medical images using conditional variational autoencoders,10.1007/s11548-018-1898-0,2019,BRATS,Brain
feature enhancement framework for brain tumor segmentation and classification,10.1002/jemt.23224,2019,BRATS,Brain
unsupervised anomaly localization using variational auto-encoders,10.1007/978-3-030-32251-9_32,2019,BRATS,Brain
brain tumor detection: a long short-term memory (lstm)-based learning model,10.1007/s00521-019-04650-7,2020,BRATS,Brain
verse: a vertebrae labelling and segmentation benchmark for multi-detector ct images,10.1016/j.media.2021.102166,2021,BRATS,Brain
radiomics-based machine learning model for efficiently classifying transcriptome subtypes in glioblastoma patients from mri,10.1016/j.compbiomed.2021.104320,2021,BRATS,Brain
fully automated multi-parametric brain tumour segmentation using superpixel based classification,10.1016/j.eswa.2018.10.040,2019,BRATS,Brain
segmentation of brain tumors and patient survival prediction: methods for the brats 2018 challenge,10.1007/978-3-030-11726-9_1,2018,BRATS,Brain
comparison of feature selection methods and machine learning classifiers for radiomics analysis in glioma grading,10.1109/access.2019.2928975,2019,BRATS,Brain
a hybrid fuzzy brain-storm optimization algorithm for the classification of brain tumor mri images,10.1007/s12652-020-02470-5,2020,BRATS,Brain
automated nuclei segmentation of malignant using level sets,10.1002/jemt.22733,2016,BRATS,Brain
multilevel image thresholding using elephant herding optimization algorithm,10.1109/emes.2017.7980424,2017,BRATS,Brain
a customized vgg19 network with concatenation of deep and handcrafted features for brain tumor detection,10.3390/app10103429,2020,BRATS,Brain
brain tumor segmentation and tractographic feature extraction from structural mr images for overall survival prediction,10.1007/978-3-030-11726-9_12,2018,BRATS,Brain
erv-net: an efficient 3d residual neural network for brain tumor segmentation,10.1016/j.eswa.2021.114566,2021,BRATS,Brain
brain tumor segmentation using a fully convolutional neural network with conditional random fields,10.1007/978-3-319-55524-9_8,2016,BRATS,Brain
automatic brain tumor grading from mri data using convolutional neural networks and quality assessment,10.1007/978-3-030-02628-8_12,2018,BRATS,Brain
cascading handcrafted features and convolutional neural network for iot-enabled brain tumor segmentation,10.1016/j.comcom.2020.01.013,2020,BRATS,Brain
segmentation of the multimodal brain tumor image used the multi-pathway architecture method based on 3d fcn,10.1016/j.neucom.2020.10.031,2021,BRATS,Brain
deep neural network for automatic characterization of lesions on 68ga-psma-11 pet/ct,10.1007/s00259-019-04606-y,2020,BRATS,Brain
a conditional adversarial network for semantic segmentation of brain tumor,10.1007/978-3-319-75238-9_21,2017,BRATS,Brain
densely connected fully convolutional network for short-axis cardiac cine mr image segmentation and heart diagnosis using random forest,10.1007/978-3-319-75541-0_15,2017,BRATS,Brain
infinite brain mr images: pggan-based data augmentation for tumor detection,10.1007/978-981-13-8950-4_27,2020,BRATS,Brain
adaptive augmentation of medical data using independently conditional variational auto-encoders,10.1109/tmi.2019.2914656,2019,BRATS,Brain
deep learning trends for focal brain pathology segmentation in mri,10.1007/978-3-319-50478-0_6,2016,BRATS,Brain
adaptive feature recombination and recalibration for semantic segmentation with fully convolutional networks,10.1109/tmi.2019.2918096,2020,BRATS,Brain
<scp>me‐net</scp> : <scp>multi‐encoder</scp> net framework for brain tumor segmentation,10.1002/ima.22571,2021,BRATS,Brain
deep learning and multi-sensor fusion for glioma classification using multistream 2d convolutional networks,10.1109/embc.2018.8513556,2018,BRATS,Brain
towards clinical diagnosis: automated stroke lesion segmentation on multi-spectral mr image using convolutional neural network,10.1109/access.2018.2872939,2018,BRATS,Brain
medical image segmentation based on multi-modal convolutional neural network: study on image fusion schemes,10.1109/isbi.2018.8363717,2018,BRATS,Brain
segmentation of brain tumors in mri images using three-dimensional active contour without edge,10.3390/sym8110132,2016,BRATS,Brain
classification of low-grade and high-grade glioma using multi-modal image radiomics features,10.1109/embc.2017.8037508,2017,BRATS,Brain
a mix-pooling cnn architecture with fcrf for brain tumor segmentation,10.1016/j.jvcir.2018.11.047,2019,BRATS,Brain
unsupervised lesion detection via image restoration with a normative prior,10.1016/j.media.2020.101713,2020,BRATS,Brain
httu-net: hybrid two track u-net for automatic brain tumor segmentation,10.1109/access.2020.2998601,2020,BRATS,Brain
manifold embedding and semantic segmentation for intraoperative guidance with hyperspectral brain imaging,10.1109/tmi.2017.2695523,2017,BRATS,Brain
machine learning based brain tumour segmentation on limited data using local texture and abnormality,10.1016/j.compbiomed.2018.05.005,2018,BRATS,Brain
a deep learning model integrating sk-tpcnn and random forests for brain tumor segmentation in mri,10.1016/j.bbe.2019.06.003,2019,BRATS,Brain
head and neck tumor segmentation in pet/ct: the hecktor challenge,10.1016/j.media.2021.102336,2021,BRATS,Brain
a convolutional neural network approach to brain tumor segmentation,10.1007/978-3-319-30858-6_17,2015,BRATS,Brain
automatic selection of localized region-based active contour models using image content analysis applied to brain tumor segmentation,10.1016/j.compbiomed.2017.10.003,2017,BRATS,Brain
exploring task structure for brain tumor segmentation from multi-modality mr images,10.1109/tip.2020.3023609,2020,BRATS,Brain
within-brain classification for brain tumor segmentation,10.1007/s11548-015-1311-1,2015,BRATS,Brain
real-time three-dimensional microwave monitoring of interstitial thermal therapy,10.1109/tbme.2017.2702182,2018,BRATS,Brain
repeatability of radiomic features in magnetic resonance imaging of glioblastoma: test–retest and image registration analyses,10.1002/mp.14368,2020,BRATS,Brain
detection of brain lesion location in mri images using convolutional neural network and robust pca,10.1080/00207454.2021.1883602,2021,BRATS,Brain
single seed delineation of brain tumor using multi-thresholding,10.1016/j.ins.2015.10.018,2016,BRATS,Brain
a patch-based approach for the segmentation of pathologies: application to glioma labelling,10.1109/tmi.2015.2508150,2016,BRATS,Brain
multi-level thresholding with a decomposition-based multi-objective evolutionary algorithm for segmenting natural and medical images,10.1016/j.asoc.2016.10.032,2017,BRATS,Brain
jaya algorithm guided procedure to segment tumor from brain mri,10.1155/2018/3738049,2018,BRATS,Brain
a partially reversible u-net for memory-efficient volumetric image segmentation,10.1007/978-3-030-32248-9_48,2019,BRATS,Brain
automated brain metastases detection framework for t1-weighted contrast-enhanced 3d mri,10.1109/jbhi.2020.2982103,2020,BRATS,Brain
investigations of object detection in images/videos using various deep learning techniques and embedded platforms—a comprehensive review,10.3390/app10093280,2020,BRATS,Brain
voxresnet: deep voxelwise residual networks for volumetric brain  segmentation,10.48550/arxiv.1608.05895,2016,BRATS,Brain
next for neuro-radiosurgery: a fully automatic approach for necrosis extraction in brain tumor mri using an unsupervised machine learning technique,10.1002/ima.22253,2018,BRATS,Brain
generation of 3d brain mri using auto-encoding generative adversarial networks,10.1007/978-3-030-32248-9_14,2019,BRATS,Brain
fully automated brain tumour segmentation system in 3d‐mri using symmetry analysis of brain and level sets,10.1049/iet-ipr.2017.1124,2018,BRATS,Brain
towards safe deep learning: accurately quantifying biomarker uncertainty in neural network predictions,10.1007/978-3-030-00928-1_78,2018,BRATS,Brain
learning cross-modality representations from multi-modal images,10.1109/tmi.2018.2868977,2019,BRATS,Brain
deep convolutional neural networks using u-net for automatic brain tumor segmentation in multimodal mri volumes,10.1007/978-3-030-11726-9_4,2018,BRATS,Brain
triplanar ensemble of 3d-to-2d cnns with label-uncertainty for brain tumor segmentation,10.1007/978-3-030-46640-4_36,2019,BRATS,Brain
personalized radiotherapy planning based on a computational tumor growth model,10.1109/tmi.2016.2626443,2017,BRATS,Brain
brain tumor segmentation with optimized random forest,10.1007/978-3-319-55524-9_9,2016,BRATS,Brain
robust superpixels using color and contour features along linear path,10.1016/j.cviu.2018.01.006,2018,BRATS,Brain
cnn-lstm: cascaded framework for brain tumour classification,10.1109/iecbes.2018.8626704,2018,BRATS,Brain
3d u-net based brain tumor segmentation and survival days prediction,10.1007/978-3-030-46640-4_13,2019,BRATS,Brain
brain tumor segmentation from mri images using hybrid convolutional neural networks,10.1016/j.procs.2020.03.295,2020,BRATS,Brain
an efficient brain tumor segmentation based on cellular automata and improved tumor-cut algorithm,10.1016/j.eswa.2016.10.064,2017,BRATS,Brain
automatic brain tumor segmentation and extraction in mr images,10.1109/casp.2016.7746146,2016,BRATS,Brain
retrieval from and understanding of large-scale multi-modal medical datasets: a review,10.1109/tmm.2017.2729400,2017,BRATS,Brain
multimodal brain tumor image segmentation using wrn-ppnet,10.1016/j.compmedimag.2019.04.001,2019,BRATS,Brain
state‐of‐art analysis of image denoising methods using convolutional neural networks,10.1049/iet-ipr.2019.0157,2019,BRATS,Brain
fully-automated deep learning-powered system for dce-mri analysis of brain tumors,10.1016/j.artmed.2019.101769,2020,BRATS,Brain
a hybrid cnn-svm threshold segmentation approach for tumor detection and classification of mri brain images,10.1016/j.irbm.2021.06.003,2021,BRATS,Brain
mc-net: multiple max-pooling integration module and cross multi-scale deconvolution network,10.1016/j.knosys.2021.107456,2021,BRATS,Brain
superpatchmatch: an algorithm for robust correspondences using superpixel patches,10.1109/tip.2017.2708504,2017,BRATS,Brain
brain tumor classification and segmentation in mri images using pnn,10.1109/iceice.2017.8191888,2017,BRATS,Brain
machine learning and deep learning techniques to predict overall survival of brain tumor patients using mri images,10.1109/bibe.2017.00-86,2017,BRATS,Brain
coronary arteries segmentation based on 3d fcn with attention gate and level set function,10.1109/access.2019.2908039,2019,BRATS,Brain
brain tumor detection based on extreme learning,10.1007/s00521-019-04679-8,2020,BRATS,Brain
reliability of semi-automated segmentations in glioblastoma,10.1007/s00062-015-0471-2,2017,BRATS,Brain
intra-rater variability in low-grade glioma segmentation,10.1007/s11060-016-2312-9,2017,BRATS,Brain
a novel feature selection method for brain tumor mr image classification based on the fisher criterion and parameter-free bat optimization,10.1007/s00521-017-2869-z,2018,BRATS,Brain
convolutional neural network with batch normalization for glioma and stroke lesion detection using mri,10.1016/j.cogsys.2019.10.002,2020,BRATS,Brain
prediction error meta classification in semantic segmentation: detection via aggregated dispersion measures of softmax probabilities,10.1109/ijcnn48605.2020.9206659,2020,BRATS,Brain
kiu-net: overcomplete convolutional architectures for biomedical image and volumetric segmentation,10.1109/tmi.2021.3130469,2022,BRATS,Brain
squeeze-and-excitation normalization for automated delineation of head and neck primary tumors in combined pet and ct images,10.1007/978-3-030-67194-5_4,2021,BRATS,Brain
extended modality propagation: image synthesis of pathological cases,10.1109/tmi.2016.2589760,2016,BRATS,Brain
segmentation and clustering in brain mri imaging,10.1515/revneuro-2018-0050,2018,BRATS,Brain
tractography and machine learning: current state and open challenges,10.1016/j.mri.2019.04.013,2019,BRATS,Brain
mri tumor segmentation with densely connected 3d cnn,10.1117/12.2293394,2018,BRATS,Brain
segmenting multi-source images using hidden markov fields with copula-based multivariate statistical distributions,10.1109/tip.2017.2685345,2017,BRATS,Brain
designing of ground-truth-annotated dbt-tu-ju breast thermogram database toward early abnormality prediction,10.1109/jbhi.2017.2740500,2018,BRATS,Brain
automated 3d segmentation of brain tumor using visual saliency,10.1016/j.ins.2017.10.011,2018,BRATS,Brain
mri brain tumor segmentation and patient survival prediction using random forests and fully convolutional networks,10.1007/978-3-319-75238-9_18,2017,BRATS,Brain
five simultaneous artificial intelligence data challenges on ultrasound ct and mri,10.1016/j.diii.2019.02.001,2019,BRATS,Brain
automated meningioma segmentation in multiparametric mri,10.1007/s00062-020-00884-4,2021,BRATS,Brain
texture based localization of a brain tumor from mr-images by using a machine learning approach,10.1016/j.mehy.2020.109705,2020,BRATS,Brain
multimodal mr image synthesis using gradient prior and adversarial learning,10.1109/jstsp.2020.3013418,2020,BRATS,Brain
brain tumor segmentation using k‐means clustering and deep learning with synthetic data augmentation for classification,10.1002/jemt.23694,2021,BRATS,Brain
fully convolutional deep residual neural networks for brain tumor segmentation,10.1007/978-3-319-55524-9_11,2016,BRATS,Brain
deep learning radiomics algorithm for gliomas (drag) model: a novel approach using 3d unet based deep convolutional neural network for predicting survival in gliomas,10.1007/978-3-030-11726-9_33,2018,BRATS,Brain
a unified patch based method for brain tumor detection using features fusion,10.1016/j.cogsys.2019.10.001,2020,BRATS,Brain
learning-assisted multimodality dielectric imaging,10.1109/tap.2019.2948565,2020,BRATS,Brain
brain tumor detection based on multimodal information fusion and convolutional neural network,10.1109/access.2019.2958370,2019,BRATS,Brain
dense anatomical annotation of slit-lamp images improves the performance of deep learning for the diagnosis of ophthalmic disorders,10.1038/s41551-020-0577-y,2020,BRATS,Brain
fast level set method for glioma brain tumor segmentation based on superpixel fuzzy clustering and lattice boltzmann method,10.1016/j.cmpb.2020.105809,2021,BRATS,Brain
scalable multimodal convolutional networks for brain tumour segmentation,10.1007/978-3-319-66179-7_33,2017,BRATS,Brain
deep learning based multimodal brain tumor diagnosis,10.1007/978-3-319-75238-9_13,2017,BRATS,Brain
focus segment and erase: an efficient network for multi-label brain tumor segmentation,10.1007/978-3-030-01261-8_40,2018,BRATS,Brain
survey on brain tumor segmentation and feature extraction of mr images,10.1007/s13735-018-0162-2,2019,BRATS,Brain
3d-espnet with pyramidal refinement for volumetric brain tumor image segmentation,10.1007/978-3-030-11726-9_22,2018,BRATS,Brain
attention-guided version of 2d unet for automatic brain tumor segmentation,10.1109/iccke48569.2019.8964956,2020,BRATS,Brain
medical image synthesis via deep learning,10.1007/978-3-030-33128-3_2,2020,BRATS,Brain
brain tumour image segmentation using deep networks,10.1109/access.2020.3018160,2020,BRATS,Brain
medical image segmentation using deep learning: a survey,10.1049/ipr2.12419,2022,BRATS,Brain
differentiation between vasogenic edema and infiltrative tumor in patients with high-grade gliomas using texture patch-based analysis,10.1002/jmri.25939,2018,BRATS,Brain
computational and informatic advances for reproducible data analysis in neuroimaging,10.1146/annurev-biodatasci-072018-021237,2019,BRATS,Brain
modified local ternary patterns technique for brain tumour segmentation and volume estimation from mri multi-sequence scans with gpu cuda machine,10.1016/j.bbe.2019.02.002,2019,BRATS,Brain
an encoder-decoder neural network with 3d squeeze-and-excitation and deep supervision for brain tumor segmentation,10.1109/access.2020.2973707,2020,BRATS,Brain
fully automated segmentation of connective tissue compartments for ct-based body composition analysis,10.1097/rli.0000000000000647,2020,BRATS,Brain
a multi-path adaptive fusion network for multimodal brain tumor segmentation,10.1016/j.neucom.2020.06.078,2020,BRATS,Brain
inter-slice context residual learning for 3d medical image segmentation,10.1109/tmi.2020.3034995,2020,BRATS,Brain
resvit: residual vision transformers for multimodal medical image synthesis,10.1109/tmi.2022.3167808,2022,BRATS,Brain
brain tumor segmentation using a generative model with an rbm prior on tumor shape,10.1007/978-3-319-30858-6_15,2015,BRATS,Brain
automatic estimation of extent of resection and residual tumor volume of patients with glioblastoma,10.3171/2016.9.jns16146,2017,BRATS,Brain
deep learning of texture and structural features for multiclass alzheimer's disease classification,10.1109/ijcnn.2017.7966129,2017,BRATS,Brain
brain tumor segmentation using an adversarial network,10.1007/978-3-319-75238-9_11,2017,BRATS,Brain
learning data augmentation for brain tumor segmentation with coarse-to-fine generative adversarial networks,10.1007/978-3-030-11723-8_7,2018,BRATS,Brain
deep recurrent level set for segmenting brain tumors,10.1007/978-3-030-00931-1_74,2018,BRATS,Brain
radiogenomics for precision medicine with a big data analytics perspective,10.1109/jbhi.2018.2879381,2019,BRATS,Brain
drrnet: dense residual refine networks for automatic brain tumor segmentation,10.1007/s10916-019-1358-6,2019,BRATS,Brain
3d dense connectivity network with atrous convolutional feature pyramid for brain tumor segmentation in magnetic resonance imaging of human heads,10.1016/j.compbiomed.2020.103766,2020,BRATS,Brain
pseudo-healthy synthesis with pathology disentanglement and adversarial learning,10.1016/j.media.2020.101719,2020,BRATS,Brain
knowledge distillation from multi-modal to mono-modal segmentation networks,10.1007/978-3-030-59710-8_75,2020,BRATS,Brain
focal dice loss and image dilation for brain tumor segmentation,10.1007/978-3-030-00889-5_14,2018,BRATS,Brain
learning image-based spatial transformations via convolutional neural networks: a review,10.1016/j.mri.2019.05.037,2019,BRATS,Brain
ensembles of multiple models and architectures for robust brain tumour  segmentation,10.48550/arxiv.1711.01468,2017,BRATS,Brain
pde-constrained optimization in medical image analysis,10.1007/s11081-018-9390-9,2018,BRATS,Brain
automated segmentation of acute stroke lesions using a data-driven anomaly detection on diffusion weighted mri,10.1016/j.jneumeth.2019.108575,2020,BRATS,Brain
rfdcr: automated brain lesion segmentation using cascaded random forests with dense conditional random fields,10.1016/j.neuroimage.2020.116620,2020,BRATS,Brain
efficient medical image segmentation based on knowledge distillation,10.1109/tmi.2021.3098703,2021,BRATS,Brain
ensemble of deep convolutional neural networks for prognosis of ischemic stroke,10.1007/978-3-319-55524-9_22,2016,BRATS,Brain
reworking multilabel brain tumor segmentation: an automated framework using structured kernel sparse representation,10.1109/msmc.2017.2664158,2017,BRATS,Brain
hybrid pyramid u-net model for brain tumor segmentation,10.1007/978-3-030-00828-4_35,2018,BRATS,Brain
brain tumor segmentation on mri with missing modalities,10.1007/978-3-030-20351-1_32,2019,BRATS,Brain
testing a deep convolutional neural network for automated hippocampus segmentation in a longitudinal sample of healthy participants,10.1016/j.neuroimage.2019.05.017,2019,BRATS,Brain
reinventing 2d convolutions for 3d images,10.1109/jbhi.2021.3049452,2019,BRATS,Brain
3d-mri brain tumor detection model using modified version of level set segmentation based on dragonfly algorithm,10.3390/sym12081256,2020,BRATS,Brain
vox2vox: 3d-gan for brain tumour segmentation,10.1007/978-3-030-72084-1_25,2020,BRATS,Brain
quantitative metric for mr brain tumour grade classification using sample space density measure of analytic intrinsic mode function representation,10.1049/iet-ipr.2016.1103,2017,BRATS,Brain
fully automatic lesion localization and characterization: application to brain tumors using multiparametric quantitative mri data,10.1109/tmi.2018.2794918,2018,BRATS,Brain
enhanced mr image classification using hybrid statistical and wavelets features,10.1109/access.2018.2888488,2019,BRATS,Brain
tumor segmentation and survival prediction in glioma with deep learning,10.1007/978-3-030-11726-9_8,2018,BRATS,Brain
depth estimation of hard inclusions in soft tissue by autonomous robotic palpation using deep recurrent neural network,10.1109/tase.2020.2978881,2020,BRATS,Brain
artificial intelligence in radiotherapy: state of the art and future directions,10.1007/s12032-020-01374-w,2020,BRATS,Brain
brain tumor segmentation and survival prediction using 3d attention unet,10.1007/978-3-030-46640-4_25,2019,BRATS,Brain
t-net: nested encoder–decoder architecture for the main vessel segmentation in coronary angiography,10.1016/j.neunet.2020.05.002,2020,BRATS,Brain
brain tumor segmentation and survival prediction,10.1007/978-3-030-46640-4_32,2019,BRATS,Brain
an efficient brain tumor image segmentation based on deep residual networks (resnets),10.1016/j.jksues.2020.06.001,2021,BRATS,Brain
improved u-net architecture with vgg-16 for brain tumor segmentation,10.1007/s13246-021-01019-w,2021,BRATS,Brain
gcaunet: a group cross-channel attention residual unet for slice based brain tumor segmentation,10.1016/j.bspc.2021.102958,2021,BRATS,Brain
sampling image segmentations for uncertainty quantification,10.1016/j.media.2016.04.005,2016,BRATS,Brain
automatic segmentation of multimodal brain tumor images based on classification of super-voxels,10.1109/embc.2016.7592082,2016,BRATS,Brain
supervised learning technique for the automated identification of white matter hyperintensities in traumatic brain injury,10.1080/02699052.2016.1222080,2016,BRATS,Brain
on hierarchical brain tumor segmentation in mri using fully convolutional neural networks: a preliminary study,10.1109/enbeng.2017.7889452,2017,BRATS,Brain
3d convolutional neural networks for brain tumor segmentation: a comparison of multi-resolution architectures,10.1007/978-3-319-55524-9_15,2016,BRATS,Brain
improving boundary classification for brain tumor segmentation and longitudinal disease progression,10.1007/978-3-319-55524-9_7,2016,BRATS,Brain
brain tumor segmentation with vander lugt correlator based active contour,10.1016/j.cmpb.2018.04.004,2018,BRATS,Brain
a new deformable model based on fractional wright energy function for tumor segmentation of volumetric brain mri scans,10.1016/j.cmpb.2018.05.031,2018,BRATS,Brain
a multi-phase semi-automatic approach for multisequence brain tumor image segmentation,10.1016/j.eswa.2018.06.041,2018,BRATS,Brain
oncohabitats: a system for glioblastoma heterogeneity assessment through mri,10.1016/j.ijmedinf.2019.05.002,2019,BRATS,Brain
hetero-modal variational encoder-decoder for joint modality completion and segmentation,10.1007/978-3-030-32245-8_9,2019,BRATS,Brain
multi‐scale 3d u‐nets: an approach to automatic segmentation of brain tumor,10.1002/ima.22368,2020,BRATS,Brain
scribble-based hierarchical weakly supervised learning for brain tumor segmentation,10.1007/978-3-030-32248-9_20,2019,BRATS,Brain
automated brain tumor segmentation based on multi-planar superpixel level features extracted from 3d mr images,10.1109/access.2019.2961630,2020,BRATS,Brain
radiogenomics model for overall survival prediction of glioblastoma,10.1007/s11517-020-02179-9,2020,BRATS,Brain
robust semantic segmentation of brain tumor regions from 3d mris,10.1007/978-3-030-46643-5_8,2019,BRATS,Brain
multi-modality encoded fusion with 3d inception u-net and decoder model for brain tumor segmentation,10.1007/s11042-020-09271-0,2021,BRATS,Brain
adaptive feature recombination and recalibration for semantic segmentation: application to brain tumor segmentation in mri,10.1007/978-3-030-00931-1_81,2018,BRATS,Brain
swin unetr: swin transformers for semantic segmentation of brain tumors in mri images,10.1007/978-3-031-08999-2_22,2022,BRATS,Brain
automatic brain tumor segmentation in multispectral mri volumes using a fuzzy c-means cascade algorithm,10.1109/fskd.2015.7381955,2015,BRATS,Brain
automated screening of mri brain scanning using grey level statistics,10.1016/j.compeleceng.2016.03.008,2016,BRATS,Brain
a segmentation based automated system for brain tumor detection,10.5120/ijca2016912177,2016,BRATS,Brain
brain tumor segmentation using dense fully convolutional neural network,10.1007/978-3-319-75238-9_27,2017,BRATS,Brain
cascaded v-net using roi masks for brain tumor segmentation,10.1007/978-3-319-75238-9_33,2017,BRATS,Brain
efficient symmetry-driven fully convolutional network for multimodal brain tumor segmentation,10.1109/icip.2017.8297006,2017,BRATS,Brain
deep learning for automated brain tumor segmentation in mri images,10.1016/b978-0-12-813087-2.00010-5,2018,BRATS,Brain
segmentation and detection of tumor in mri images using cnn and svm classification,10.1109/icedss.2018.8544306,2018,BRATS,Brain
use of machine intelligence to conduct analysis of human brain data for detection of abnormalities in its cognitive functions,10.1007/s11042-019-7324-y,2020,BRATS,Brain
spatial logics and model checking for medical imaging,10.1007/s10009-019-00511-9,2020,BRATS,Brain
voxlogica: a spatial model checker for declarative image analysis,10.1007/978-3-030-17462-0_16,2019,BRATS,Brain
current trends on deep learning models for brain tumor segmentation and detection – a review,10.1109/comitcon.2019.8862209,2019,BRATS,Brain
high tissue contrast image synthesis via multistage attention-gan: application to segmenting brain mr scans,10.1016/j.neunet.2020.08.014,2020,BRATS,Brain
the role of computational methods for automating and improving clinical target volume definition,10.1016/j.radonc.2020.10.002,2020,BRATS,Brain
brain tumor detection based on hybrid deep neural network in mri by adaptive squirrel search optimization,10.1007/s11042-020-09810-9,2021,BRATS,Brain
pathology segmentation using distributional differences to images of healthy origin,10.1007/978-3-030-11723-8_23,2018,BRATS,Brain
brain tumor segmentation with self-ensembled deeply-supervised 3d u-net neural networks: a brats 2020 challenge solution,10.1007/978-3-030-72084-1_30,2020,BRATS,Brain
brain tumor detection and classification using machine learning: a comprehensive survey,10.1007/s40747-021-00563-y,2021,BRATS,Brain
atlas-based estimation of lung and lobar anatomy in proton mri,10.1002/mrm.25824,2016,BRATS,Brain
context aware 3d cnns for brain tumor segmentation,10.1007/978-3-030-11726-9_27,2018,BRATS,Brain
multimodal image registration using laplacian commutators,10.1016/j.inffus.2018.09.009,2019,BRATS,Brain
tbi contusion segmentation from mri using convolutional neural networks,10.1109/isbi.2018.8363545,2018,BRATS,Brain
