title,doi,publication_year,abstract,task
Surface‐GCN: Learning interaction experience for organ segmentation in 3D medical images,https://doi.org/10.1002/mp.16280,2023,"accurate segmentation of organs has a great significance for clinical diagnosis but it is still hard work due to the obscure imaging boundaries caused by tissue adhesion on medical images based on the image continuity in medical image volumes segmentation on these slices could be inferred from adjacent slices with a clear organ boundary radiologists can delineate a clear organ boundary by observing adjacent slicesinspired by the radiologists delineating procedure we design an organ segmentation model based on boundary information of adjacent slices and a humanmachine interactive learning strategy to introduce clinical experiencewe propose an interactive organ segmentation method for medical image volume based on graph convolution network gcn called surfacegcn first we propose a surface feature extraction network sfenet to capture surface features of a target organ and supervise it by a minibatch adaptive surface matching mbasm module then to predict organ boundaries precisely we design an automatic segmentation module based on a surface convolution unit scu which propagates information on organ surfaces to refine the generated boundaries in addition an interactive segmentation module is proposed to learn radiologists experience of interactive corrections on organ surfaces to reduce interaction clickswe evaluate the proposed method on one prostate mr image dataset and two abdominal multiorgan ct datasets the experimental results show that our method outperforms other stateoftheart methods for prostate segmentation the proposed method conducts a dsc score of 9449 on promise12 test dataset for abdominal multiorgan segmentation the proposed method achieves dsc scores of 95 91 95 and 88 for the left kidney gallbladder spleen and esophagus respectively for interactive segmentation the proposed method reduces 510 interaction clicks to reach the same accuracyto overcome the medical organ segmentation challenge we propose a graph convolutional network called surfacegcn by imitating radiologist interactions and learning clinical experience on single and multiple organ segmentation tasks the proposed method could obtain more accurate segmentation boundaries compared with other stateoftheart methods",Prostate
Surface‐GCN: Learning interaction experience for organ segmentation in 3D medical images,https://doi.org/10.1002/mp.16280,2023,"accurate segmentation of organs has a great significance for clinical diagnosis but it is still hard work due to the obscure imaging boundaries caused by tissue adhesion on medical images based on the image continuity in medical image volumes segmentation on these slices could be inferred from adjacent slices with a clear organ boundary radiologists can delineate a clear organ boundary by observing adjacent slicesinspired by the radiologists delineating procedure we design an organ segmentation model based on boundary information of adjacent slices and a humanmachine interactive learning strategy to introduce clinical experiencewe propose an interactive organ segmentation method for medical image volume based on graph convolution network gcn called surfacegcn first we propose a surface feature extraction network sfenet to capture surface features of a target organ and supervise it by a minibatch adaptive surface matching mbasm module then to predict organ boundaries precisely we design an automatic segmentation module based on a surface convolution unit scu which propagates information on organ surfaces to refine the generated boundaries in addition an interactive segmentation module is proposed to learn radiologists experience of interactive corrections on organ surfaces to reduce interaction clickswe evaluate the proposed method on one prostate mr image dataset and two abdominal multiorgan ct datasets the experimental results show that our method outperforms other stateoftheart methods for prostate segmentation the proposed method conducts a dsc score of 9449 on promise12 test dataset for abdominal multiorgan segmentation the proposed method achieves dsc scores of 95 91 95 and 88 for the left kidney gallbladder spleen and esophagus respectively for interactive segmentation the proposed method reduces 510 interaction clicks to reach the same accuracyto overcome the medical organ segmentation challenge we propose a graph convolutional network called surfacegcn by imitating radiologist interactions and learning clinical experience on single and multiple organ segmentation tasks the proposed method could obtain more accurate segmentation boundaries compared with other stateoftheart methods",Prostate
DCSAU-Net: A deeper and more compact split-attention U-Net for medical image segmentation,https://doi.org/10.1016/j.compbiomed.2023.106626,2023,"deep learning architecture with convolutional neural network achieves outstanding success in the field of computer vision where unet has made a great breakthrough in biomedical image segmentation and has been widely applied in a wide range of practical scenarios however the equal design of every downsampling layer in the encoder part and simply stacked convolutions do not allow unet to extract sufficient information of features from different depths the increasing complexity of medical images brings new challenges to the existing methods in this paper we propose a deeper and more compact splitattention ushape network which efficiently utilises lowlevel and highlevel semantic information based on two frameworks primary feature conservation and compact splitattention block we evaluate the proposed model on cvcclinicdb 2018 data science bowl isic2018 segpc2021 and brats2021 datasets as a result our proposed model displays better performance than other stateoftheart methods in terms of the mean intersection over union and dice coefficient more significantly the proposed model demonstrates excellent segmentation performance on challenging images the code for our work and more technical details can be found at httpsgithubcomxq141839dcsaunet",Brain
An Attention-based Context-informed Deep Framework for Infant Brain Subcortical Segmentation,https://doi.org/10.1016/j.neuroimage.2023.119931,2023,"precise segmentation of subcortical structures from infant brain magnetic resonance mr images plays an essential role in studying early subcortical structural and functional developmental patterns and diagnosis of related brain disorders however due to the dynamic appearance changes low tissue contrast and tiny subcortical size in infant brain mr images infant subcortical segmentation is a challenging task in this paper we propose a contextguided attentionbased coarsetofine deep framework to precisely segment the infant subcortical structures at the coarse stage we aim to directly predict the signed distance maps sdms from multimodal intensity images including t1w t2w and the ratio of t1w and t2w images with an sdmunet which can leverage the spatial context information including the structural position information and the shape information of the target structure to generate highquality sdms at the fine stage the predicted sdms which encode spatialcontext information of each subcortical structure are integrated with the multimodal intensity images as the input to a multisource and multipath attention unet m2aunet for achieving refined segmentation both the 3d spatial and channel attention blocks are added to guide the m2aunet to focus more on the important subregions and channels we additionally incorporate the inner and outer subcortical boundaries as extra labels to help precisely estimate the ambiguous boundaries we validate our method on an infant mr image dataset and on an unrelated neonatal mr image dataset compared to eleven stateoftheart methods the proposed framework consistently achieves higher segmentation accuracy in both qualitative and quantitative evaluations of infant mr images and also exhibits good generalizability in the neonatal dataset",Brain
Classification of COVID-19 from community-acquired pneumonia: Boosting the performance with capsule network and maximum intensity projection image of CT scans,https://doi.org/10.1016/j.compbiomed.2023.106567,2023,"the coronavirus disease 2019 covid19 and communityacquired pneumonia cap present a high degree of similarity in chest computed tomography ct images therefore a procedure for accurately and automatically distinguishing between them is cruciala deep learning method for distinguishing covid19 from cap is developed using maximum intensity projection mip images from ct scans linknet is employed for lung segmentation of chest ct images mip images are produced by superposing the maximum gray of intrapulmonary ct values the mip images are input into a capsule network for patientlevel pred iction and diagnosis of covid19 the network is trained using 333 ct scans 168 covid19165 cap and validated on three external datasets containing 3581 ct scans 2110 covid191471 caplinknet achieves the highest dice coefficient of 0983 for lung segmentation for the classification of covid19 and cap the capsule network with the densenet121 feature extractor outperforms resnet50 and inceptionv3 achieving an accuracy of 0970 on the training dataset without mip or the capsule network the accuracy decreases to 0857 and 0818 respectively accuracy scores of 0961 0997 and 0949 are achieved on the external validation datasets the proposed method has higher or comparable sensitivity compared with ten stateoftheart methodsthe proposed method illustrates the feasibility of applying mip images from ct scans to distinguish covid19 from cap using capsule networks mip images provide conspicuous benefits when exploiting deep learning to detect covid19 lesions from ct scans and the capsule network improves covid19 diagnosis",Lung
Performance Analysis of Classification and Detection of Brain Tumor MRI Images Using Resnet50 Deep Residual U-Net,https://doi.org/10.18502/jimc.v6i1.11848,2023,"background this research adds to the growing body of work demonstrating the vital role of image categorization in the medical sector the efficiency of illness diagnosis is being greatly enhanced using image classification a brain tumor is a collection of abnormal cells in the brain diagnostic precision is required when looking for a tumor in the brain because even the smallest error in human judgement can have disastrous results to get around this problem the medical community has implemented an automated brain tumor segmentation system a variety of methods are employed to segment a brain tumor but the results are inconsistent to improve the quality of mri images we present our findings in this paper deep learning methods for image segmentation and classification are discussed in this paperx0d methods in this paper we a very robust deep learning method for image segmentation and classification for image classification we are employing the enhanced faster rcnn method the resnet50 model is used to differentiate between tumor and nontumor images the next step in this framework is to use deep residual unet for segmentation resunet is an fcnn that maximizes efficiency the proposed method works well in terms of its ability to find and classify things accuratelyx0d results the accuracy rate for identifying tumours in mri scans using the proposed technique is 9423 using transfer learning with resnet50 as the base model and the use of discriminative learning rates our model achieved superior results than other recent modelsx0d conclusion within the scope of this study we have integrated the residual networks with the unet to make the network stronger this strategy improves the efficiency of classification and segmentation tools to achieve a higher level of accuracy the model may be trained further or additional data may be applied in the training process",Brain
A Medical Image Segmentation Method Based on Improved UNet 3+ Network,https://doi.org/10.3390/diagnostics13030576,2023,"in recent years segmentation details and computing efficiency have become more important in medical image segmentation for clinical applications in deep learning unet based on a convolutional neural network is one of the most commonly used models unet 3 was designed as a modified unet by adopting the architecture of fullscale skip connections however fullscale feature fusion can result in excessively redundant computations this study aimed to reduce the network parameters of unet 3 while further improving the feature extraction capability first to eliminate redundancy and improve computational efficiency we prune the fullscale skip connections of unet 3 in addition we use the attention module called convolutional block attention module cbam to capture more essential features and thus improve the feature expression capabilities the performance of the proposed model was validated by three different types of datasets skin cancer segmentation breast cancer segmentation and lung segmentation the parameters are reduced by about 36 and 18 compared to unet and unet 3 respectively the results show that the proposed method not only outperformed the comparison models in a variety of evaluation metrics but also achieved more accurate segmentation results the proposed models have lower network parameters that enhance feature extraction and improve segmentation performance efficiently furthermore the models have great potential for application in medical imaging computeraided diagnosis",Lung
COVID-19 Lung CT image segmentation using localization and enhancement methods with U-Net,https://doi.org/10.1016/j.procs.2023.01.144,2023,"segmentation of pneumonia lesions from lung ct images has become vital for diagnosing the disease and evaluating the severity of the patients during the covid19 pandemic several aibased systems have been proposed for this task however some lowcontrast abnormal zones in ct images make the task challenging the researchers investigated image preprocessing techniques to accomplish this problem and to enable more accurate segmentation by the aibased systems this study proposes a covid19 lungct segmentation system based on histogrambased nonparametric region localization and enhancement le methods prior to the unet architecture the covid19infected lung ct images were initially processed by the le method and the infected regions were detected and enhanced to provide more discriminative features to the deep learning segmentation methods the unet is trained using the enhanced images to segment the regions affected by covid19 the proposed system achieved 9775 085 and 074 accuracy dice score and jaccard index respectively the comparison results suggested that the use of le methods as a preprocessing step in ct lung images significantly improved the feature extraction and segmentation abilities of the unet model by a 021 dice score the results might lead to implementing the le method in segmenting varied medical images",Lung
PointNeuron: 3D Neuron Reconstruction via Geometry and Topology Learning of Point Clouds,https://doi.org/10.1109/wacv56688.2023.00574,2023,"digital neuron reconstruction from 3d microscopy images is an essential technique for investigating brain connectomics and neuron morphology existing reconstruction frameworks use convolutionbased segmentation networks to partition the neuron from noisy backgrounds before applying the tracing algorithm the tracing results are sensitive to the raw image quality and segmentation accuracy in this paper we propose a novel framework for 3d neuron reconstruction our key idea is to use the geometric representation power of the point cloud to better explore the intrinsic structural information of neurons our proposed framework adopts one graph convolutional network to predict the neural skeleton points and another one to produce the connectivity of these points we finally generate the target swc file through the interpretation of the predicted point coordinates radius and connections evaluated on the janeliafly dataset from the bigneuron project we show that our framework achieves competitive neuron reconstruction performance our geometry and topology learning of point clouds could further benefit 3d medical image analysis such as cardiac surface reconstruction our code is available at httpsgithubcomrunkaizhaopointneuron",Cardiac
PointNeuron: 3D Neuron Reconstruction via Geometry and Topology Learning of Point Clouds,https://doi.org/10.1109/wacv56688.2023.00574,2023,"digital neuron reconstruction from 3d microscopy images is an essential technique for investigating brain connectomics and neuron morphology existing reconstruction frameworks use convolutionbased segmentation networks to partition the neuron from noisy backgrounds before applying the tracing algorithm the tracing results are sensitive to the raw image quality and segmentation accuracy in this paper we propose a novel framework for 3d neuron reconstruction our key idea is to use the geometric representation power of the point cloud to better explore the intrinsic structural information of neurons our proposed framework adopts one graph convolutional network to predict the neural skeleton points and another one to produce the connectivity of these points we finally generate the target swc file through the interpretation of the predicted point coordinates radius and connections evaluated on the janeliafly dataset from the bigneuron project we show that our framework achieves competitive neuron reconstruction performance our geometry and topology learning of point clouds could further benefit 3d medical image analysis such as cardiac surface reconstruction our code is available at httpsgithubcomrunkaizhaopointneuron",Brain
Cut-Paste Consistency Learning for Semi-Supervised Lesion Segmentation,https://doi.org/10.1109/wacv56688.2023.00610,2023,"semisupervised learning has the potential to improve the dataefficiency of training datahungry deep neural networks which is especially important for medical image analysis tasks where labeled data is scarce in this work we present a simple semisupervised learning method for lesion segmentation tasks based on the ideas of cutpaste augmentation and consistency regularization by exploiting the mask information available in the labeled data we synthesize partially labeled samples from the unlabeled images so that the usual supervised learning objective eg binary cross entropy can be applied additionally we introduce a background consistency term to regularize the training on the unlabeled background regions of the synthetic images we empirically verify the effectiveness of the proposed method on two public lesion segmentation datasets including an eye fundus photograph dataset and a brain ct scan dataset the experiment results indicate that our method achieves consistent and superior performance over other selftraining and consistencybased methods without introducing sophisticated network components",Brain
CYBORG: Blending Human Saliency Into the Loss Improves Deep Learning-Based Synthetic Face Detection,https://doi.org/10.1109/wacv56688.2023.00605,2023,"can deep learning models achieve greater generalization if their training is guided by reference to human perceptual abilities and how can we implement this in a practical manner this paper proposes a training strategy to convey brain oversight to raise generalization cyborg this new approach incorporates humanannotated saliency maps into a loss function that guides the models learning to focus on image regions that humans deem salient for the task the class activation mapping cam mechanism is used to probe the models current saliency in each training batch juxtapose this model saliency with human saliency and penalize large differences results on the task of synthetic face detection selected to illustrate the effectiveness of the approach show that cyborg leads to significant improvement in accuracy on unseen samples consisting of face images generated from six generative adversarial networks across multiple classification network architectures we also show that scaling to even seven times the training data or using nonhumansaliency auxiliary information such as segmentation masks and standard loss cannot beat the performance of cyborgtrained models as a side effect of this work we observe that the addition of explicit region annotation to the task of synthetic face detection increased human classification accuracy this work opens a new area of research on how to incorporate human visual saliency into loss functions in practice all data code and trained models used in this work are offered with this paper",Brain
The Fully Convolutional Transformer for Medical Image Segmentation,https://doi.org/10.1109/wacv56688.2023.00365,2023,"we propose a novel transformer capable of segmenting medical images of varying modalities challenges posed by the finegrained nature of medical image analysis mean that the adaptation of the transformer for their analysis is still at nascent stages the overwhelming success of the unet lay in its ability to appreciate the finegrained nature of the segmentation task an ability which existing transformer based models do not currently posses to address this shortcoming we propose the fully convolutional transformer fct which builds on the proven ability of convolutional neural networks to learn effective image representations and combines them with the ability of transformers to effectively capture longterm dependencies in its inputs the fct is the first fully convolutional transformer model in medical imaging literature it processes its input in two stages where first it learns to extract long range semantic dependencies from the input image and then learns to capture hierarchical global attributes from the features fct is compact accurate and robust our results show that it outperforms all existing transformer architectures by large margins across multiple medical image segmentation datasets of varying data modalities without the need for any pretraining fct outperforms its immediate competitor on the acdc dataset by 13 on the synapse dataset by 44 on the spleen dataset by 12 and on isic 2017 dataset by 11 on the dice metric with up to five times fewer parameters on the acdc post2017miccaichallenge online test set our model sets a new stateoftheart on unseen mri test cases outperforming large ensemble models as well as nnunet with considerably fewer parameters our code environments and models will be available via github sup xmlnsmmlhttpwwww3org1998mathmathml xmlnsxlinkhttpwwww3org1999xlinksup",Cardiac
Lung Cancer Segmentation with Three-Parameter Logistic Type Distribution燤odel,https://doi.org/10.32604/cmc.2023.031878,2023,"lung cancer is the leading cause of mortality in the world affecting both men and women equally when a radiologist just focuses on the patients body it increases the amount of strain on the radiologist and the likelihood of missing pathological information such as abnormalities are increased one of the primary objectives of this research work is to develop computerassisted diagnosis and detection of lung cancer it also intends to make it easier for radiologists to identify and diagnose lung cancer accurately the proposed strategy which was based on a unique image feature took into consideration the spatial interaction of voxels that were next to one another using the unetthree parameter logistic distributionbased technique we were able to replicate the situation the proposed technique had an average dice coefficient dsc of 973 a sensitivity of 965 and a specificity of 941 when tested on the luna16 dataset this research investigates how diverse lung segmentation juxta pleural nodule inclusion and pulmonary nodule segmentation approaches may be applied to create computer aided diagnosis cad systems when we compared our approach to four other lung segmentation methods we discovered that ours was the most successful we employed 40 patients from luna16 datasets to evaluate this in terms of dsc performance the findings demonstrate that the suggested technique outperforms the other strategies by a significant margin",Lung
Refign: Align and Refine for Adaptation of Semantic Segmentation to Adverse Conditions,https://doi.org/10.1109/wacv56688.2023.00319,2023,"due to the scarcity of dense pixellevel semantic annotations for images recorded in adverse visual conditions there has been a keen interest in unsupervised domain adaptation uda for the semantic segmentation of such images uda adapts models trained on normal conditions to the target adversecondition domains meanwhile multiple datasets with driving scenes provide corresponding images of the same scenes across multiple conditions which can serve as a form of weak supervision for domain adaptation we propose refign a generic extension to selftrainingbased uda methods which leverages these crossdomain correspondences refign consists of two steps 1 aligning the normalcondition image to the corresponding adversecondition image using an uncertaintyaware dense matching network and 2 refining the adverse prediction with the normal prediction using an adaptive label correction mechanism we design custom modules to streamline both steps and set the new state of the art for domainadaptive semantic segmentation on several adversecondition benchmarks including acdc and dark zurich the approach introduces no extra training parameters minimal computational overheadduring training onlyand can be used as a dropin extension to improve any given selftrainingbased uda method code is available at httpsgithubcombrdavrefign",Cardiac
CNN based pulmonary nodule segmentation using lung-range-standardization,https://doi.org/10.21203/rs.3.rs-2541317/v1,2023,"abstract lung cancer is one of the most fatal disease with high lethality in general lung cancers are diagnosed by radiologists but checking radiological image is a very toilsome work for radiologists because it requires long time practice and high concentration so many computeraided diagnosis cad systems were introduced to cooperate with radiologists and nowadays lots of cad systems based upon deep learning exceed human experts in diagnosing accuracy and the remarkable thing is that the much of progress has been made in designing architectures but in this paper a new preprocessing method lungrangestandardization is proposed in order to improve the general accuracy of lungrelated diagnosis systems and to increase the utility of lidc dataset and the efficiency of the proposed preprocessing method is validated through comparison between the nodule segmentation model trained using lungrangestandardization and the nodule segmentation model which is trained without lungrangestandardization",Lung
Concurrent 3D super resolution on intensity and segmentation maps improves detection of structural effects in neurodegenerative disease,https://doi.org/10.1101/2023.02.02.23285376,2023,"abstract we propose a new perceptual super resolution psr method for 3d neuroimaging and evaluate its performance in detecting brain changes due to neurodegenerative disease the method concurrent super resolution and segmentation csrs is trained on volumetric brain data to consistently upsample both an image intensity channel and associated segmentation labels the simultaneous nature of the method improves not only the resolution of the images but also the resolution of associated segmentations thereby making the approach directly applicable to existing labeled datasets one challenge to real world evaluation of sr methods such as csrs is the lack of high resolution ground truth in the target application data clinical neuroimages we therefore evaluate csrs effectiveness in an adjacent clinically relevant signal detection problem quantifying crosssectional and longitudinal change across a set of phenotypically heterogeneous but related disorders that exhibit known and differentiable patterns of brain atrophy we contrast several 3d psr loss functions in this paradigm and show that csrs consistently increases the ability to detect regional atrophy both longitudinally and crosssectionally in each of five related diseases",Brain
Spectral Clustering to Detect Malignant Prostate Using Multimodal Images,https://doi.org/10.1007/978-981-19-5936-3_51,2023,"abstractglobally the prostate is a second most frequent cancer in men and is the fifth leading cause of death at early state prostates are asymptomatic and do not require any care however if screened at early state it can be removed immediately the screening is done either with most widely used transrectal trus imaging or with magnetic imaging the paper introduces a novel approach to demark the prostate boundary using spectral clustering approach with gaussian similarity the multimodal image database is obtained with the ethically approved collaboration the algorithm is tested on 217 mri images and 402 trus images the competency of the approach was evaluated with respect to five quality metrics in both the modalities the results showed that the proposed approach is robust in demarking the prostate region with segmentation accuracy of 9202 and 9378 for mri and trus database the highest average sensitivity and specificity of 957 in segmenting mri and trus images shows the robustness of the proposed sc approach in accurate delineation of prostate boundarieskeywordsprostate segmentationtransrectal imagingmagnetic resonance imagingspectral clusteringgaussian similarity",Prostate
An Effective CNN Method Using Multi-SVM Process for Brain Tumor Segmentation and Detection from MR Images,https://doi.org/10.1007/978-981-19-5936-3_71,2023,"abstractin most of the medical applications the accuracy of detecting and diagnosing the disease in a proper procedure is always a challenging issue one of the most searched research works is brain tumor detection with most effective way here deep learningbased algorithms yield better outcomes brain tumor segmentation algorithms have been more investigated in the recent times with varied algorithms for accurate segmentation and detection in this work brain tumor detection from the mr scan images is mainly based on convolution neural network cnn amalgamated with multisvm classifier with various preprocessing and intermediate steps involved to bring out optimal results in preprocessing stage image filtering and intensity normalization of input images are carried out at later stages cnn along with multisvm classifier is utilized for training testing along with classification process finally the classification tends to display the presence of brain tumor or not the implementation is processed by means of matlab computing language with necessary prerequisiteskeywordsbrain tumorsegmentationclassificationcnnsvm",Brain
Brain Tumor Detection and Classification using Intelligence Techniques: An Overview,https://doi.org/10.1109/access.2023.3242666,2023,"a tumor is carried on by rapid and uncontrolled cell growth in the brain if it is not treated in the initial phases it could prove fatal despite numerous significant efforts and encouraging outcomes accurate segmentation and classification continue to be a challenge detection of brain tumors is significantly complicated by the distinctions in tumor position structure and proportions the main disinterest of this study stays to offer investigators comprehensive literature on magnetic resonance mr imagings ability to identify brain tumors using computational intelligence and statistical image processing techniques this research paper proposed several ways to detect brain cancer and tumors this study also shows an assessment matrix for a specific system using particular systems and dataset types this paper also explains the morphology of brain tumors accessible data sets augmentation methods component extraction and categorization among deep learning dl transfer learning tl and machine learning ml models finally our study compiles all relevant material for the identification of understanding tumors including their benefits drawbacks advancements and upcoming trends",Brain
3-D Quantum-Inspired Self-Supervised Tensor Network for Volumetric Segmentation of Medical Images,https://doi.org/10.1109/tnnls.2023.3240238,2023,"this article introduces a novel shallow 3d selfsupervised tensor neural network in quantum formalism for volumetric segmentation of medical images with merits of obviating training and supervision the proposed network is referred to as the 3d quantuminspired selfsupervised tensor neural network 3dqnet the underlying architecture of 3dqnet is composed of a trinity of volumetric layers viz input intermediate and output layers interconnected using an inlineformula xmlnsmmlhttpwwww3org1998mathmathml xmlnsxlinkhttpwwww3org1999xlink texmath notationlatexmathcalstexmath inlineformula connected thirdorder neighborhoodbased topology for voxelwise processing of 3d medical image data suitable for semantic segmentation each of the volumetric layers contains quantum neurons designated by qubits or quantum bits the incorporation of tensor decomposition in quantum formalism leads to faster convergence of network operations to preclude the inherent slow convergence problems faced by the classical supervised and selfsupervised networks the segmented volumes are obtained once the network converges the suggested 3dqnet is tailored and tested on the brats 2019 brain mr image dataset and the liver tumor segmentation challenge lits17 dataset extensively in our experiments the 3dqnet has achieved promising dice similarity ds as compared with the timeintensive supervised convolutional neural network cnnbased models such as 3dunet voxelwise residual network voxresnet denseresinception net drinet and 3despnet thereby showing a potential advantage of our selfsupervised shallow network on facilitating semantic segmentation",Brain
3-D Quantum-Inspired Self-Supervised Tensor Network for Volumetric Segmentation of Medical Images,https://doi.org/10.1109/tnnls.2023.3240238,2023,"this article introduces a novel shallow 3d selfsupervised tensor neural network in quantum formalism for volumetric segmentation of medical images with merits of obviating training and supervision the proposed network is referred to as the 3d quantuminspired selfsupervised tensor neural network 3dqnet the underlying architecture of 3dqnet is composed of a trinity of volumetric layers viz input intermediate and output layers interconnected using an inlineformula xmlnsmmlhttpwwww3org1998mathmathml xmlnsxlinkhttpwwww3org1999xlink texmath notationlatexmathcalstexmath inlineformula connected thirdorder neighborhoodbased topology for voxelwise processing of 3d medical image data suitable for semantic segmentation each of the volumetric layers contains quantum neurons designated by qubits or quantum bits the incorporation of tensor decomposition in quantum formalism leads to faster convergence of network operations to preclude the inherent slow convergence problems faced by the classical supervised and selfsupervised networks the segmented volumes are obtained once the network converges the suggested 3dqnet is tailored and tested on the brats 2019 brain mr image dataset and the liver tumor segmentation challenge lits17 dataset extensively in our experiments the 3dqnet has achieved promising dice similarity ds as compared with the timeintensive supervised convolutional neural network cnnbased models such as 3dunet voxelwise residual network voxresnet denseresinception net drinet and 3despnet thereby showing a potential advantage of our selfsupervised shallow network on facilitating semantic segmentation",Brain
Application of Artificial Intelligence Methods in Carotid Artery Segmentation: A Review,https://doi.org/10.1109/access.2023.3243162,2023,"the carotid artery is one of the most important blood vessels that supply blood to the brain if thrombus occurs it may cause cerebral ischemic stroke and endanger life carotid intimamedia thickness and stability of carotid plaque are essential indicators for predicting stroke which can be measured through medical image segmentation therefore automatic and accurate carotid artery image segmentation and measurement of carotid intimamedia thickness and the area and volume of carotid plaque are of great significance for stroke risk prediction and treatment however due to the complex shape of the carotid artery and the characteristics of carotid artery imaging the traditional methods such as threshold methods region growth methods can not segment the carotid artery very well in recent years researchers have taken artificial intelligence traditional machine learning and deep learning as a critical research method for carotid artery segmentation and extensive research has been performed with satisfactory results in this paper we present a comprehensive review of carotid artery segmentation using artificial intelligence methods we first briefly introduce medical image processing methods and artificial intelligence methods and then review and summarize the application of artificial intelligence segmentation methods in carotid artery segmentation including carotid lumen mediaadventitia lumenintima and plaques finally the challenges of current artificial intelligence methods in carotid artery segmentation are analyzed",Brain
A multi-object deep neural network architecture to detect prostate anatomy in T2-weighted MRI: Performance evaluation,https://doi.org/10.3389/fnume.2022.1083245,2023,"prostate gland segmentation is the primary step to estimate gland volume which aids in the prostate disease management in this study we present a 2d3d convolutional neural network cnn ensemble that automatically segments the whole prostate gland along with the peripheral zone pz ppzsegnet using a t2weighted sequence t2w of magnetic resonance imaging mri the study used 4 different public data sets organized as train 1 and test 1 independently derived from the same cohort test 2 test 3 and test 4 the prostate gland and the peripheral zone pz anatomy were manually delineated with consensus read by a radiologist except for test 4 cohorts that had premarked glandular anatomy a bayesian hyperparameter optimization method was applied to construct the network model ppzsegnet with a training cohort train 1 n 150 using a fivefold cross validation the model evaluation was performed on an independent cohort of 283 t2w mri prostate cases test 1 to 4 without any additional tuning the data cohorts were derived from the cancer imaging archives tcia prostatex challenge prostatectomy repeatability studies and promise12challenge the segmentation performance was evaluated by computing the dice similarity coefficient and hausdorff distance between the estimateddeepnetwork identified regions and the radiologistdrawn annotations the deep network architecture was able to segment the prostate gland anatomy with an average dice score of 086 in test 1 n 192 079 in test 2 n 26 081 in test 3 n 15 and 062 in test 4 n 50 we also found the dice coefficient improved with larger prostate volumes in 3 of the 4 test cohorts the variation of the dice scores from different cohorts of test images suggests the necessity of more diverse models that are inclusive of dependencies such as the gland sizes and others which will enable us to develop a universal network for prostate and pz segmentation our training and evaluation code can be accessed through the link httpsgithubcommariabaldeonppzsegnetgit",Prostate
A multi-object deep neural network architecture to detect prostate anatomy in T2-weighted MRI: Performance evaluation,https://doi.org/10.3389/fnume.2022.1083245,2023,"prostate gland segmentation is the primary step to estimate gland volume which aids in the prostate disease management in this study we present a 2d3d convolutional neural network cnn ensemble that automatically segments the whole prostate gland along with the peripheral zone pz ppzsegnet using a t2weighted sequence t2w of magnetic resonance imaging mri the study used 4 different public data sets organized as train 1 and test 1 independently derived from the same cohort test 2 test 3 and test 4 the prostate gland and the peripheral zone pz anatomy were manually delineated with consensus read by a radiologist except for test 4 cohorts that had premarked glandular anatomy a bayesian hyperparameter optimization method was applied to construct the network model ppzsegnet with a training cohort train 1 n 150 using a fivefold cross validation the model evaluation was performed on an independent cohort of 283 t2w mri prostate cases test 1 to 4 without any additional tuning the data cohorts were derived from the cancer imaging archives tcia prostatex challenge prostatectomy repeatability studies and promise12challenge the segmentation performance was evaluated by computing the dice similarity coefficient and hausdorff distance between the estimateddeepnetwork identified regions and the radiologistdrawn annotations the deep network architecture was able to segment the prostate gland anatomy with an average dice score of 086 in test 1 n 192 079 in test 2 n 26 081 in test 3 n 15 and 062 in test 4 n 50 we also found the dice coefficient improved with larger prostate volumes in 3 of the 4 test cohorts the variation of the dice scores from different cohorts of test images suggests the necessity of more diverse models that are inclusive of dependencies such as the gland sizes and others which will enable us to develop a universal network for prostate and pz segmentation our training and evaluation code can be accessed through the link httpsgithubcommariabaldeonppzsegnetgit",Prostate
A multi-object deep neural network architecture to detect prostate anatomy in T2-weighted MRI: Performance evaluation,https://doi.org/10.3389/fnume.2022.1083245,2023,"prostate gland segmentation is the primary step to estimate gland volume which aids in the prostate disease management in this study we present a 2d3d convolutional neural network cnn ensemble that automatically segments the whole prostate gland along with the peripheral zone pz ppzsegnet using a t2weighted sequence t2w of magnetic resonance imaging mri the study used 4 different public data sets organized as train 1 and test 1 independently derived from the same cohort test 2 test 3 and test 4 the prostate gland and the peripheral zone pz anatomy were manually delineated with consensus read by a radiologist except for test 4 cohorts that had premarked glandular anatomy a bayesian hyperparameter optimization method was applied to construct the network model ppzsegnet with a training cohort train 1 n 150 using a fivefold cross validation the model evaluation was performed on an independent cohort of 283 t2w mri prostate cases test 1 to 4 without any additional tuning the data cohorts were derived from the cancer imaging archives tcia prostatex challenge prostatectomy repeatability studies and promise12challenge the segmentation performance was evaluated by computing the dice similarity coefficient and hausdorff distance between the estimateddeepnetwork identified regions and the radiologistdrawn annotations the deep network architecture was able to segment the prostate gland anatomy with an average dice score of 086 in test 1 n 192 079 in test 2 n 26 081 in test 3 n 15 and 062 in test 4 n 50 we also found the dice coefficient improved with larger prostate volumes in 3 of the 4 test cohorts the variation of the dice scores from different cohorts of test images suggests the necessity of more diverse models that are inclusive of dependencies such as the gland sizes and others which will enable us to develop a universal network for prostate and pz segmentation our training and evaluation code can be accessed through the link httpsgithubcommariabaldeonppzsegnetgit",Prostate
