title,doi,abstract,task
Deep learning-based computer-aided heart sound analysis in children with left-to-right shunt congenital heart disease,https://doi.org/10.1016/j.ijcard.2021.12.012,"the purpose of this study was to explore a new algorithm model capable of leverage deep learning to screen and diagnose specific types of lefttoright shunt congenital heart disease chd in childrenusing deep learning screening models were constructed to identify 884 heart sound recordings from children with lefttoright shunt chd the most suitable model for each type was summarized and compared with expert auscultation an exploratory analysis was conducted to assess whether there were correlations between heart sounds and left ventricular ejection fraction lvef pulmonary artery pressure and malformation sizethe residual convolution recurrent neural network rcrnet classification model had higher accuracy than other models with respect to atrial septal defect asd ventricular septum defect vsd patent ductus arteriosus pda and combined chd and the best auscultation sites were determined to be the 4th 5th 2nd and 3rd auscultation areas respectively the diagnostic results of this model were better than those derived from expert auscultation with sensitivity values of 09321000 specificity values of 09440997 precision values of 08880997 and accuracy values of 09400994 absolute pearson correlation coefficient values between heart sounds of the four types of chd and lvef right ventricular systolic pressure rvsp and malformation size were all less than 03the rcrnet model can preliminarily determine types of lefttoright shunt chd and improve diagnostic efficiency which may provide a new choice algorithmic chd screening in children",Other
A Benchmark of State-of-the-Art Sound Event Detection Systems Evaluated on Synthetic Soundscapes,https://doi.org/10.1109/ICASSP43922.2022.9747577,"this paper proposes a benchmark of submissions to detection and classification acoustic scene and events 2021 challenge dcase task 4 representing a sampling of the stateoftheart in sound event detection task the submissions are evaluated according to the two polyphonic sound detection score scenarios proposed for the dcase 2021 challenge task 4 which allow to make an analysis on whether submissions are designed to perform finegrained temporal segmentation coarsegrained temporal segmentation or have been designed to be polyvalent on the scenarios proposedwe study the solutions proposed by participants to analyze their robustness to varying level target to nontarget signaltonoise ratio and to temporal localization of target sound events a last experiment is proposed in order to study the impact of nontarget events on systems outputs results show that systems adapted to provide coarse segmentation outputs are more robust to different target to nontarget signaltonoise ratio and with the help of specific data augmentation methods they are more robust to time localization of the original event results of the last experiment display that systems tend to spuriously predict short events when nontarget events are present this is particularly true for systems that are tailored to have a fine segmentation",Other
Cough Sound based COVID-19 Detection with Stacked Ensemble Model,https://doi.org/10.1109/ICSSIT53264.2022.9716373,"covid19 pandeamic has affected people all over the world covid19 may manifest with different severity in different people however it predominantly affects respiratory system symptoms may vary from sore throat and cough to shortness of breath and damaged lungs this work focusses on developing a smart system for early detection of covid19 based on cough sounds and machine learning algorithms such a system would be easily accessible and may provide initial screening for detection of covid19 moreover cough sounds may be recorded by the person on smartphone avoiding the need for visiting a hospital or testing facility and getting exposed to the disease during the pandeamic first the duration of cough sound is determined in the recorded audio signal using thresholding then statistical features are extracted for cough sound and normalized finally the performance of 10 different machine learning algorithms are compared for automatic detection of covid19 the proposed stacked ensemble of machine learning models yields the best performance with an accuracy of 7986 and area under region of convergence curve of 0797 for cough sounds of new patients",Other
COVID-19 Diagnosis from Crowdsourced Cough Sound Data,https://doi.org/10.3390/app12041795,"the highly contagious and rapidly mutating covid19 virus is affecting individuals worldwide a rapid and largescale method for covid19 testing is needed to prevent infection cough testing using ai has been shown to be potentially valuable in this paper we propose a covid19 diagnostic method based on an ai cough test we used only crowdsourced cough sound data to distinguish between the cough sound of covid19positive people and that of healthy people first we used the coughvid cough database to segment only the cough sound from the original cough data an effective audio feature set was then extracted from the segmented cough sounds a deep learning model was trained on the extracted feature set the covid19 diagnostic system constructed using this method had a sensitivity of 93 and a specificity of 94 and achieved better results than models trained by other existing methods",Other
Automated sleep apnea detection in snoring signal using long short-term memory neural networks,https://doi.org/10.1016/j.bspc.2021.103238,"obstructive sleep apnea hypopnea syndrome osahs is a high incidence disease with serious hazard and potential danger the polysomnographypsg has become the gold standard to diagnose osahs however the psg is limited for household use because of its operational complexity technical nature and high consumptioncurrently microphone as a noncontacting tensor is an alternative method and researchers devoted to analyze respiratory sound for detecting and evaluating osahs patients in this paper a classifier based on long shortterm memory lstm is proposed to identify the respiratory eventrelated snoring from simple snoring firstly we collected the sleep sound of 33 patients and 10 normal people from the hospital and 4780 abnormal snoring segments and 10740 normal snoring segments were recorded by mics then melfrequency cepstrum coefficientsmfcc mel filter banks fbanks shorttime energy and linear prediction coefficientlpc representing the different characteristics of snoring are extracted as characteristic features of snoringat last a multiinput model based on lstm is designed which can receive various audio features to synthesize information to identify snoring compared with single feature network processing the use of multiple feature coefficients can identify the features of snoring at a finegrained level in the experiment our method could classify respiratory event related snoring and normal snoring at accuracy 953 and the accuracy of the threecategory snore related to the severity of osahs can reach 816 the recognition results can be used for the auxiliary diagnosis of osahs",Other
Automatic Respiratory Sound Classification Via Multi-Branch Temporal Convolutional Network,https://doi.org/10.1109/ICASSP43922.2022.9746182,"automated classification of respiratory sounds has become an active research area in recent years while recent studies have utilised deep learning methods to aid with respiratory sound classification the performance is heavily influenced by the datasets available for respiratory sound classification tasks which tend to be smaller and imbalanced in this paper we propose to explore the effectiveness of a multibranch temporal convolutional network tcn architecture integrated with squeezeandexcitation network senet a system denoted herein as mbtcnse for respiratory sound classification to the best of the authors knowledge this is the first time that such a hybrid architecture has been employed for respiratory sounds classification experiments based on the icbhi challenge respiratory sound dataset demonstrate the effectiveness of our method",Other
Automatic pulmonary auscultation grading diagnosis of Coronavirus Disease 2019 in China with artificial intelligence algorithms: A cohort study,https://doi.org/10.1016/j.cmpb.2021.106500,"research on automatic auscultation diagnosis of covid19 has not yet been developed we therefore aimed to engineer a deep learning approach for the automated grading diagnosis of covid19 by pulmonary auscultation analysis172 confirmed cases of covid19 in tongji hospital were divided into moderate severe and critical group pulmonary auscultation were recorded in 610 sites per patient through 3m littmann stethoscope and the data were transferred to computer to construct the dataset convolutional neural network cnn were designed to generate classifications of the auscultation f1 score the area under the curve auc of the receiver operating characteristic curve sensitivity and specificity were quantified another 45 normal patients were served as control groupthere are about 5652 5946 and 7885 abnormal auscultation in the moderate severe and critical groups respectively the model showed promising performance with an averaged f1 scores 09938 95 ci 0992309952 auc roc score 09999 95 ci 0999810000 sensitivity 09938 95 ci 0991009965 and specificity 09979 95 ci 0997009988 in identifying the covid19 patients among normal moderate severe and critical group it is capable in identifying crackles wheezes phlegm sounds with an averaged f1 scores 09475 95 ci 0944009508 auc roc score 09762 95 ci 0984809865 sensitivity 09482 95 ci 0939309578 and specificity 09835 95 ci 0980609863our model is accurate and efficient in automatically diagnosing covid19 according to different categories laying a promising foundation for aienabled auscultation diagnosing systems for lung diseases in clinical applications",Other
A study of using cough sounds and deep neural networks for the early detection of Covid-19,https://doi.org/10.1016/j.bea.2022.100025,"the current clinical diagnosis of covid19 requires persontoperson contact needs variable time to produce results and is expensive it is even inaccessible to the general population in some developing countries due to insufficient healthcare facilities hence a lowcost quick and easily accessible solution for covid19 diagnosis is vital this paper presents a study that involves developing an algorithm for automated and noninvasive diagnosis of covid19 using cough sound samples and a deep neural network the cough sounds provide essential information about the behavior of glottis under different respiratory pathological conditions hence the characteristics of cough sounds can identify respiratory diseases like covid19 the proposed algorithm consists of three main steps a extraction of acoustic features from the cough sound samples b formation of a feature vector and c classification of the cough sound samples using a deep neural network the output from the proposed system provides a covid19 likelihood diagnosis in this work we consider three acoustic feature vectors namely a timedomain b frequencydomain and c mixeddomain ie a combination of features in both timedomain and frequencydomain the performance of the proposed algorithm is evaluated using cough sound samples collected from healthy and covid19 patients the results show that the proposed algorithm automatically detects covid19 cough sound samples with an overall accuracy of 892 975 and 938 using timedomain frequencydomain and mixeddomain feature vectors respectively the proposed algorithm coupled with its high accuracy demonstrates that it can be used for quick identification or early screening of covid19 we also compare our results with that of some stateoftheart works",Other
Design of Bird Sound Recognition Model Based on Lightweight,https://doi.org/10.1109/ACCESS.2022.3198104,"bird sounds recognition is of great significance in bird protection with appropriate sound classification research can automatically predict the quality of life in the area nowadays the deep learning model is used to classify bird sound data with high classification accuracy however the generalization ability of most existing bird sound recognition models is poor and the complicated algorithm is applied to extract bird sound features to address these problems a large data set containing 264 kinds of birds is constructed in this paper to enhance the generalization ability of the model and then a lightweight bird sound recognition model is proposed to build a lightweight feature extraction and recognition network with mobilenetv3 as the backbone by adjusting the depthwise separable convolution in the model the recognition ability of the model is improved a multiscale feature fusion structure is designed and the psa pyramid split attention psa module is added to the multiscale feature fusion structure to improve the adaptability of the network to scale extraction of spatial information and channel information to improve the refinement ability of the model towards the global information the channel attention mechanism and ordinary convolution are introduced into bneck module which makes the bneck module become the bnecks module the experimental results show that the accuracy of top1 and top5 of the model in identifying 264 kinds of birds on the selfbuilt data set is 9512 and 100 which are higher than that of mobilenetv1 mobilenetv2 mobilenetv3 respectively although the accuracy is lower than resnet50 the number of parameters and floatingpoint operations flops of the model is only 26m and 127m respectively the accuracy is only reduced by 225 while saving costs",Other
End-to-End Video Instance Segmentation with Transformers,https://doi.org/10.48550/arXiv.2011.14503 	,"video instance segmentation vis is the task that requires simultaneously classifying segmenting and tracking object instances of interest in video recent methods typically develop sophisticated pipelines to tackle this task here we propose a new video instance segmentation framework built upon transformers termed vistr which views the vis task as a direct endtoend parallel sequence decodingprediction problem given a video clip consisting of multiple image frames as input vistr outputs the sequence of masks for each instance in the video in order directly at the core is a new effective instance sequence matching and segmentation strategy which supervises and segments instances at the sequence level as a whole vistr frames the instance segmentation and tracking in the same perspective of similarity learning thus considerably simplifying the overall pipeline and is significantly different from existing approaches without bells and whistles vistr achieves the highest speed among all existing vis models and achieves the best result among methods using single model on the youtubevis dataset for the first time we demonstrate a much simpler and faster video instance segmentation framework built upon transformers achieving competitive accuracy we hope that vistr can motivate future research for more video understanding tasks",Other
Language-driven Semantic Segmentation,https://doi.org/10.48550/arXiv.2201.03546,"we present lseg a novel model for languagedriven semantic image segmentation lseg uses a text encoder to compute embeddings of descriptive input labels eg grass or building together with a transformerbased image encoder that computes dense perpixel embeddings of the input image the image encoder is trained with a contrastive objective to align pixel embeddings to the text embedding of the corresponding semantic class the text embeddings provide a flexible label representation in which semantically similar labels map to similar regions in the embedding space eg cat and furry this allows lseg to generalize to previously unseen categories at test time without retraining or even requiring a single additional training sample we demonstrate that our approach achieves highly competitive zeroshot performance compared to existing zero and fewshot semantic segmentation methods and even matches the accuracy of traditional segmentation algorithms when a fixed label set is provided code and demo are available at httpsgithubcomislorglangseg",Other
Speech Emotion Recognition Using Deep Neural Network Considering Verbal and Nonverbal Speech Sounds,https://doi.org/10.1109/ICASSP.2019.8682283,"speech emotion recognition is becoming increasingly important for many applications in reallife communication nonverbal sounds within an utterance also play an important role for people to recognize emotion in current studies only few emotion recognition systems considered nonverbal sounds such as laughter cries or other emotion interjection which naturally exists in our daily conversation in this work both verbal and nonverbal sounds within an utterance were thus considered for emotion recognition of reallife conversations firstly an svmbased verbalnonverbal sound detector was developed a prosodic phrase pph autotagger was further employed to extract the verbalnonverbal segments for each segment the emotion and sound features were respectively extracted based on convolutional neural networks cnns and then concatenated to form a cnnbased generic feature vector finally a sequence of cnnbased feature vectors for an entire dialog turn was fed to an attentive long shortterm memory lstmbased sequencetosequence model to output an emotional sequence as recognition result experimental results on the recognition of seven emotional states in the nnime the nthuntua chinese interactive multimodal emotion corpus showed that the proposed method achieved a detection accuracy of 5200 outperforming the traditional methods",Other
Sound Event Detection and Time–Frequency Segmentation from Weakly Labelled Data,https://doi.org/10.1109/TASLP.2019.2895254,"sound event detection sed aims to detect when and recognize what sound events happen in an audio clip many supervised sed algorithms rely on strongly labelled data which contains the onset and offset annotations of sound events however many audio tagging datasets are weakly labelled that is only the presence of the sound events is known without knowing their onset and offset annotations in this paper we propose a timefrequency tf segmentation framework trained on weakly labelled data to tackle the sound event detection and separation problem in training a segmentation mapping is applied on a tf representation such as log mel spectrogram of an audio clip to obtain tf segmentation masks of sound events the tf segmentation masks can be used for separating the sound events from the background scenes in the timefrequency domain then a classification mapping is applied on the tf segmentation masks to estimate the presence probabilities of the sound events we model the segmentation mapping using a convolutional neural network and the classification mapping using a global weighted rank pooling gwrp in sed predicted onset and offset times can be obtained from the tf segmentation masks as a byproduct separated waveforms of sound events can be obtained from the tf segmentation masks we remixed the dcase 2018 task 1 acoustic scene data with the dcase 2018 task 2 sound events data when mixing under 0 db the proposed method achieved f1 scores of 0534 0398 and 0167 in audio tagging framewise sed and eventwise sed outperforming the fully connected deep neural network baseline of 0331 0237 and 0120 respectively in tf segmentation we achieved an f1 score of 0218 where previous methods were not able to do tf segmentation",Other
Classification of snoring sound based on a recurrent neural network,https://doi.org/10.1016/j.eswa.2019.01.020,"abstract snoring is a sleep disorder that may have adverse effects on an individuals health and social activities polysomnography is the most common way to diagnose snoring but involves considerable time and cost many recent studies have attempted to classify snoring and nonsnoring however since the length frequency and period of snoring episodes se differ according to the individual being measured it is very difficult to develop a general reference point to classify snoring therefore in order to classify different snoring patterns and noise for different individuals a learningbased snoring classification algorithm is essential to this end this study proposes a classification method based on a recurrent neural network rnn that can classify ses and nonsnoring episodes nses by learning the features of an individuals ses and nses measured in daily life based on the subjects sleep recordings using smartphone the method proposed in this study can be largely divided into segmentation feature extraction and classification the performance of this study was evaluated through statistical parameters despite the fact that the proposed rnnbased classifiers were trained using a relative small dataset they exhibited an extremely high accuracy of 989",Other
Context Prior for Scene Segmentation,https://doi.org/10.48550/arXiv.2004.01547 	,"recent works have widely explored the contextual dependencies to achieve more accurate segmentation results however most approaches rarely distinguish different types of contextual dependencies which may pollute the scene understanding in this work we directly supervise the feature aggregation to distinguish the intraclass and interclass context clearly specifically we develop a context prior with the supervision of the affinity loss given an input image and corresponding ground truth affinity loss constructs an ideal affinity map to supervise the learning of context prior the learned context prior extracts the pixels belonging to the same category while the reversed prior focuses on the pixels of different classes embedded into a conventional deep cnn the proposed context prior layer can selectively capture the intraclass and interclass contextual dependencies leading to robust feature representation to validate the effectiveness we design an effective context prior network cpnet extensive quantitative and qualitative evaluations demonstrate that the proposed model performs favorably against stateoftheart semantic segmentation approaches more specifically our algorithm achieves 463 miou on ade20k 539 miou on pascalcontext and 813 miou on cityscapes code is available at httpsgitiocontextprior",Other
Boundary IoU: Improving Object-Centric Image Segmentation Evaluation,https://doi.org/10.48550/arXiv.2103.16562,"we present boundary iou intersectionoverunion a new segmentation evaluation measure focused on boundary quality we perform an extensive analysis across different error types and object sizes and show that boundary iou is significantly more sensitive than the standard mask iou measure to boundary errors for large objects and does not overpenalize errors on smaller objects the new quality measure displays several desirable characteristics like symmetry wrt predictionground truth pairs and balanced responsiveness across scales which makes it more suitable for segmentation evaluation than other boundaryfocused measures like trimap iou and fmeasure based on boundary iou we update the standard evaluation protocols for instance and panoptic segmentation tasks by proposing the boundary ap average precision and boundary pq panoptic quality metrics respectively our experiments show that the new evaluation metrics track boundary quality improvements that are generally overlooked by current mask ioubased evaluation metrics we hope that the adoption of the new boundarysensitive evaluation metrics will lead to rapid progress in segmentation methods that improve boundary quality",Other
Plant Disease Detection and Classification by Deep Learning,https://doi.org/10.3390/plants8110468,"plant diseases affect the growth of their respective species therefore their early identification is very important many machine learning ml models have been employed for the detection and classification of plant diseases but after the advancements in a subset of ml that is deep learning dl this area of research appears to have great potential in terms of increased accuracy many developedmodified dl architectures are implemented along with several visualization techniques to detect and classify the symptoms of plant diseases moreover several performance metrics are used for the evaluation of these architecturestechniques this review provides a comprehensive explanation of dl models used to visualize various plant diseases in addition some research gaps are identified from which to obtain greater transparency for detecting diseases in plants even before their symptoms appear clearly",Other
Arabic text classification using deep learning models,https://doi.org/10.1016/j.ipm.2019.102121,"abstract text classification or categorization is the process of automatically tagging a textual document with most relevant labels or categories when the number of labels is restricted to one the task becomes singlelabel text categorization however the multilabel version is challenging for arabic language both tasks especially the latter one become more challenging in the absence of large and free arabic rich and rational datasets therefore we introduce new rich and unbiased datasets for both the singlelabel sanad as well as the multilabel nadia arabic text categorization tasks both corpora are made freely available to the research community on arabic computational linguistics further we present an extensive comparison of several deep learning dl models for arabic text categorization in order to evaluate the effectiveness of such models on sanad and nadia a unique characteristic of our proposed work when compared to existing ones is that it does not require a preprocessing phase and fully based on deep learning models besides we studied the impact of utilizing word2vec embedding models to improve the performance of the classification tasks our experimental results showed solid performance of all models on sanad corpus with a minimum accuracy of 9118 achieved by convolutionalgru and top performance of 9694 achieved by attentiongru as for nadia attentiongru achieved the highest overall accuracy of 8868 for a maximum subsets of 10 categories on masrawy dataset",Other
LightAMC: Lightweight Automatic Modulation Classification via Deep Learning and Compressive Sensing,https://doi.org/10.1109/TVT.2020.2971001,"automatic modulation classification amc is an promising technology for noncooperative communication systems in both military and civilian scenarios recently deep learning dl based amc methods have been proposed with outstanding performances however both high computing cost and large model sizes are the biggest hinders for deployment of the conventional dl based methods particularly in the application of internetofthings iot networks and unmanned aerial vehicle uavaided systems in this correspondence a novel dl based lightweight amc lightamc method is proposed with smaller model sizes and faster computational speed we first introduce a scaling factor for each neuron in convolutional neural network cnn and enforce scaling factors sparsity via compressive sensing it can give an assist to screen out redundant neurons and then these neurons are pruned experimental results show that the proposed lightamc method can effectively reduce model sizes and accelerate computation with the slight performance loss",Other
Image classification with deep learning in the presence of noisy labels: A survey,https://doi.org/10.1016/j.knosys.2021.106771,"image classification systems recently made a giant leap with the advancement of deep neural networks however these systems require an excessive amount of labeled data to be adequately trained gathering a correctly annotated dataset is not always feasible due to several factors such as the expensiveness of the labeling process or difficulty of correctly classifying data even for the experts because of these practical challenges label noise is a common problem in realworld datasets and numerous methods to train deep neural networks with label noise are proposed in the literature although deep neural networks are known to be relatively robust to label noise their tendency to overfit data makes them vulnerable to memorizing even random noise therefore it is crucial to consider the existence of label noise and develop counter algorithms to fade away its adverse effects to train deep neural networks efficiently even though an extensive survey of machine learning techniques under label noise exists the literature lacks a comprehensive survey of methodologies centered explicitly around deep learning in the presence of noisy labels this paper aims to present these algorithms while categorizing them into one of the two subgroups noise model based and noise model free methods algorithms in the first group aim to estimate the noise structure and use this information to avoid the adverse effects of noisy labels differently methods in the second group try to come up with inherently noise robust algorithms by using approaches like robust losses regularizers or other learning paradigms",Other
Plant leaf disease classification using EfficientNet deep learning model,https://doi.org/10.1016/j.ecoinf.2020.101182,"most plant diseases show visible symptoms and the technique which is accepted today is that an experienced plant pathologist diagnoses the disease through optical observation of infected plant leaves the fact that the disease diagnosis process is slow to perform manually and another fact that the success of the diagnosis is proportional to the pathologists capabilities makes this problem an excellent application area for computeraided diagnostic systems instead of classical machine learning methods in which manual feature extraction should be flawless to achieve successful results there is a need for a model that does not need preprocessing and can perform a successful classification in this study efficientnet deep learning architecture was proposed in plant leaf disease classification and the performance of this model was compared with other stateoftheart deep learning models the plantvillage dataset was used to train models all the models were trained with original and augmented datasets having 55448 and 61486 images respectively efficientnet architecture and other deep learning models were trained using transfer learning approach in the transfer learning all layers of the models were set to be trainable the results obtained in the test dataset showed that b5 and b4 models of efficientnet architecture achieved the highest values compared to other deep learning models in original and augmented datasets with 9991 and 9997 respectively for accuracy and 9842 and 9939 respectively for precision efficientnet architecture was proposed for plant leaf disease classification the plantvillage dataset containing 55448 images with 39 classes was used proposed model was compared with other stateoftheart deep learning models all models were trained using transfer learning technique efficientnet b5 and b4 models were superior to other models in terms of accuracy",Other
Deep learning for electroencephalogram (EEG) classification tasks: a review,https://doi.org/10.1088/1741-2552/ab0ab5,"electroencephalography eeg analysis has been an important tool in neuroscience with applications in neuroscience neural engineering eg braincomputer interfaces bcis and even commercial applications many of the analytical tools used in eeg studies have used machine learning to uncover relevant information for neural classification and neuroimaging recently the availability of large eeg data sets and advances in machine learning have both led to the deployment of deep learning architectures especially in the analysis of eeg signals and in understanding the information it may contain for brain functionality the robust automatic classification of these signals is an important step towards making the use of eeg more practical in many applications and less reliant on trained professionals towards this goal a systematic review of the literature on deep learning applications to eeg classification was performed to address the following critical questions 1 which eeg classification tasks have been explored with deep learning 2 what input formulations have been used for training the deep networks 3 are there specific deep learning network structures suitable for specific types of tasksa systematic literature review of eeg classification using deep learning was performed on web of science and pubmed databases resulting in 90 identified studies those studies were analyzed based on type of task eeg preprocessing methods input type and deep learning architecturefor eeg classification tasks convolutional neural networks recurrent neural networks deep belief networks outperform stacked autoencoders and multilayer perceptron neural networks in classification accuracy the tasks that used deep learning fell into five general groups emotion recognition motor imagery mental workload seizure detection event related potential detection and sleep scoring for each type of task we describe the specific input formulation major characteristics and end classifier recommendations found through this reviewthis review summarizes the current practices and performance outcomes in the use of deep learning for eeg classification practical suggestions on the selection of many hyperparameters are provided in the hope that they will promote or guide the deployment of deep learning to eeg datasets in future research",Other
Potato Leaf Disease Classification Using Deep Learning Approach,https://doi.org/10.1109/IES50839.2020.9231784,"potato is one of the staple foods that widely consumed becoming the 4th staple food consumed throughout the world also the world demand for potato is increasing significantly primarily due to the world pandemic coronavirus however potato diseases are the leading cause of the decline in the quality and quantity of the harvest inappropriate classification and late detection of the diseases type will drastically worsen the plant conditions fortunately several diseases in potato plants can be identified based on leaf conditions therefore in this paper we present a system to classify the four types of diseases in potato plants based on leaf conditions by utilising deep learning using the vgg16 and vgg19 convolutional neural network architecture model to obtain an accurate classification system this experiment has achieved an average accuracy of 91 which indicates the feasibility of the deep neural network approach",Other
Temperate fish detection and classification: a deep learning based approach,https://doi.org/10.1007/s10489-020-02154-9,"abstract a wide range of applications in marine ecology extensively uses underwater cameras still to efficiently process the vast amount of data generated we need to develop tools that can automatically detect and recognize species captured on film classifying fish species from videos and images in natural environments can be challenging because of noise and variation in illumination and the surrounding habitat in this paper we propose a twostep deep learning approach for the detection and classification of temperate fishes without prefiltering the first step is to detect each single fish in an image independent of species and sex for this purpose we employ the you only look once yolo object detection technique in the second step we adopt a convolutional neural network cnn with the squeezeandexcitation se architecture for classifying each fish in the image without prefiltering we apply transfer learning to overcome the limited training samples of temperate fishes and to improve the accuracy of the classification this is done by training the object detection model with imagenet and the fish classifier via a public dataset fish4knowledge whereupon both the object detection and classifier are updated with temperate fishes of interest the weights obtained from pretraining are applied to posttraining as a priori our solution achieves the stateoftheart accuracy of 9927 using the pretraining model the accuracies using the posttraining model are also high 8368 and 8774 with and without image augmentation respectively this strongly indicates that the solution is viable with a more extensive dataset",Other
Deep learning for time series classification: a review,https://doi.org/10.1007/s10618-019-00619-1,"time series classification tsc is an important and challenging problem in data mining with the increase of time series data availability hundreds of tsc algorithms have been proposed among these methods only a few have considered deep neural networks dnns to perform this task this is surprising as deep learning has seen very successful applications in the last years dnns have indeed revolutionized the field of computer vision especially with the advent of novel deeper architectures such as residual and convolutional neural networks apart from images sequential data such as text and audio can also be processed with dnns to reach stateoftheart performance for document classification and speech recognition in this article we study the current stateoftheart performance of deep learning algorithms for tsc by presenting an empirical study of the most recent dnn architectures for tsc we give an overview of the most successful deep learning applications in various time series domains under a unified taxonomy of dnns for tsc we also provide an open source deep learning framework to the tsc community where we implemented each of the compared approaches and evaluated them on a univariate tsc benchmark the ucruea archive and 12 multivariate time series datasets by training 8730 deep learning models on 97 time series datasets we propose the most exhaustive study of dnns for tsc to date",Other
Plant Disease Classification: A Comparative Evaluation of Convolutional Neural Networks and Deep Learning Optimizers,https://doi.org/10.3390/plants9101319,"recently plant disease classification has been done by various stateoftheart deep learning dl architectures on the publicly availableauthor generated datasets this research proposed the deep learningbased comparative evaluation for the classification of plant disease in two steps firstly the best convolutional neural network cnn was obtained by conducting a comparative analysis among wellknown cnn architectures along with modified and cascadedhybrid versions of some of the dl models proposed in the recent researches secondly the performance of the bestobtained model was attempted to improve by training through various deep learning optimizers the comparison between various cnns was based on performance metrics such as validation accuracyloss f1score and the required number of epochs all the selected dl architectures were trained in the plantvillage dataset which contains 26 different diseases belonging to 14 respective plant species keras with tensorflow backend was used to train deep learning architectures it is concluded that the xception architecture trained with the adam optimizer attained the highest validation accuracy and f1score of 9981 and 09978 respectively which is comparatively better than the previous approaches and it proves the novelty of the work therefore the method proposed in this research can be applied to other agricultural applications for transparent detection and classification purposes",Other
CropDeep: The Crop Vision Dataset for Deep-Learning-Based Classification and Detection in Precision Agriculture,https://doi.org/10.3390/s19051058,"intelligence has been considered as the major challenge in promoting economic potential and production efficiency of precision agriculture in order to apply advanced deeplearning technology to complete various agricultural tasks in online and offline ways a large number of crop vision datasets with domainspecific annotation are urgently needed to encourage further progress in challenging realistic agricultural conditions we present the cropdeep species classification and detection dataset consisting of 31147 images with over 49000 annotated instances from 31 different classes in contrast to existing vision datasets images were collected with different cameras and equipment in greenhouses captured in a wide variety of situations it features visually similar species and periodic changes with more representative annotations which have supported a stronger benchmark for deeplearningbased classification and detection to further verify the application prospect we provide extensive baseline experiments using stateoftheart deeplearning classification and detection models results show that current deeplearningbased methods achieve well performance in classification accuracy over 99 while current deeplearning methods achieve only 92 detection accuracy illustrating the difficulty of the dataset and improvement room of stateoftheart deeplearning models when applied to crops production and management specifically we suggest that the yolov3 network has good potential application in agricultural detection tasks",Other
EEG Classification of Motor Imagery Using a Novel Deep Learning Framework,https://doi.org/10.3390/s19030551,"successful applications of braincomputer interface bci approaches to motor imagery mi are still limited in this paper we propose a classification framework for mi electroencephalogram eeg signals that combines a convolutional neural network cnn architecture with a variational autoencoder vae for classification the decoder of the vae generates a gaussian distribution so it can be used to fit the gaussian distribution of eeg signals a new representation of input was developed by combining the time frequency and channel information from the eeg signal and the cnnvae method was designed and optimized accordingly for this form of input in this network the classification of the extracted cnn features is performed via the deep network vae our framework with an average kappa value of 0564 outperforms the best classification method in the literature for bci competition iv dataset 2b with a 3 improvement furthermore using our own dataset the cnnvae framework also yields the best performance for both threeelectrode and fiveelectrode eegs and achieves the best average kappa values 0568 and 0603 respectively our results show that the proposed cnnvae method raises performance to the current state of the art",Other
A Deep Learning Model for Automated Sleep Stages Classification Using PSG Signals,https://doi.org/10.3390/ijerph16040599,"sleep disorder is a symptom of many neurological diseases that may significantly affect the quality of daily life traditional methods are timeconsuming and involve the manual scoring of polysomnogram psg signals obtained in a laboratory environment however the automated monitoring of sleep stages can help detect neurological disorders accurately as well in this study a flexible deep learning model is proposed using raw psg signals a onedimensional convolutional neural network 1dcnn is developed using electroencephalogram eeg and electrooculogram eog signals for the classification of sleep stages the performance of the system is evaluated using two public databases sleepedf and sleepedfx the developed model yielded the highest accuracies of 9806 9464 9236 9122 and 9100 for two to six sleep classes respectively using the sleepedf database further the proposed model obtained the highest accuracies of 9762 9434 9233 9098 and 8954 respectively for the same two to six sleep classes using the sleepedfx dataset the developed deep learning model is ready for clinical usage and can be tested with big psg data",Other
Leaf Segmentation and Classification with a Complicated Background Using Deep Learning,https://doi.org/10.3390/agronomy10111721,"the segmentation and classification of leaves in plant images are a great challenge especially when several leaves are overlapping in images with a complicated background in this paper the segmentation and classification of leaf images with a complicated background using deep learning are studied first more than 2500 leaf images with a complicated background are collected and artificially labeled with target pixels and background pixels twothousand of them are fed into a mask regionbased convolutional neural network mask rcnn to train a model for leaf segmentation then a training set that contains more than 1500 training images of 15 species is fed into a very deep convolutional network with 16 layers vgg16 to train a model for leaf classification the best hyperparameters for these methods are found by comparing a variety of parameter combinations the results show that the average misclassification error me of 80 test images using mask rcnn is 115 the average accuracy value for the leaf classification of 150 test images using vgg16 is up to 915 this indicates that these methods can be used to segment and classify the leaf image with a complicated background effectively it could provide a reference for the phenotype analysis and automatic classification of plants",Other
