name,DOI,publication_year,dataset_used,task
None,10.1007/978-3-030-12048-1_16,2019,BRATS,Brain
None,10.1007/978-3-030-13469-3_90,2019,BRATS,Brain
None,10.1007/978-3-030-17462-0_16,2019,BRATS,Brain
None,10.1007/978-3-030-20351-1_32,2019,BRATS,Brain
None,10.1007/978-3-030-20890-5_27,2019,BRATS,Brain
None,10.1007/978-3-030-21077-9_20,2019,BRATS,Brain
None,10.1007/978-3-030-22948-1_10,2019,BRATS,Brain
None,10.1007/978-3-030-23876-6_11,2019,BRATS,Brain
None,10.1007/978-3-030-24643-3_125,2019,BRATS,Brain
None,10.1007/978-3-030-29888-3_19,2019,BRATS,Brain
None,10.1007/978-3-030-30577-2_25,2019,BRATS,Brain
None,10.1007/978-3-319-23117-4_17,2015,BRATS,Brain
None,10.1371/journal.pone.0146388,2016,BRATS,Brain
None,10.1007/978-3-319-30858-6_11,2016,BRATS,Brain
None,10.1007/978-3-319-30858-6_12,2016,BRATS,Brain
None,10.1007/978-3-319-30858-6_13,2016,BRATS,Brain
None,10.1007/978-3-319-30858-6_15,2016,BRATS,Brain
None,10.1007/978-3-319-30858-6_16,2016,BRATS,Brain
None,10.1007/978-3-319-30858-6_17,2016,BRATS,Brain
None,10.1007/978-3-319-30858-6_7,2016,BRATS,Brain
None,10.1371/journal.pone.0164891,2016,BRATS,Brain
None,10.1371/journal.pone.0173112,2017,BRATS,Brain
None,10.1371/journal.pone.0173900,2017,BRATS,Brain
None,10.1371/journal.pone.0180268,2017,BRATS,Brain
None,10.1371/journal.pone.0185844,2017,BRATS,Brain
None,10.1371/journal.pone.0187209,2017,BRATS,Brain
None,10.1371/journal.pone.0191827,2018,BRATS,Brain
None,10.1371/journal.pone.0200745,2018,BRATS,Brain
None,10.1007/978-3-319-42016-5_6,2016,BRATS,Brain
None,10.1007/978-3-319-42999-1_8,2017,BRATS,Brain
None,10.1007/978-3-319-43504-6_16,2016,BRATS,Brain
None,10.1007/978-3-319-43775-0_28,2016,BRATS,Brain
None,10.1007/978-3-319-45656-0_25,2016,BRATS,Brain
None,10.1007/978-3-319-46630-9_7,2016,BRATS,Brain
None,10.1007/978-3-319-46976-8_19,2016,BRATS,Brain
None,10.1007/978-981-13-1906-8_71,2018,BRATS,Brain
None,10.1007/978-3-319-47103-7_28,2016,BRATS,Brain
None,10.1007/s11517-019-01986-z,2019,BRATS,Brain
None,10.1007/s11548-015-1311-1,2015,BRATS,Brain
None,10.1007/s11548-016-1483-3,2016,BRATS,Brain
None,10.1007/s11548-017-1673-7,2017,BRATS,Brain
None,10.1007/s11548-018-1898-0,2018,BRATS,Brain
None,10.1007/s11548-019-02011-2,2019,BRATS,Brain
None,10.1002/9781119376996.ch12,2019,BRATS,Brain
None,10.1007/s11760-017-1091-x,2017,BRATS,Brain
None,10.1007/s11766-017-3534-0,2017,BRATS,Brain
None,10.1007/s12021-018-9377-x,2018,BRATS,Brain
None,10.1007/s12021-018-9385-x,2018,BRATS,Brain
None,10.1007/s12065-018-0156-2,2018,BRATS,Brain
None,10.1007/s12652-018-0854-8,2018,BRATS,Brain
None,10.1007/s12652-018-1092-9,2018,BRATS,Brain
None,10.1007/s13246-017-0609-4,2017,BRATS,Brain
None,10.1007/s13246-019-00754-5,2019,BRATS,Brain
None,10.1007/s13369-019-03967-8,2019,BRATS,Brain
None,10.1007/s13735-018-0162-2,2018,BRATS,Brain
None,10.1007/s40012-019-00244-9,2019,BRATS,Brain
None,10.1007/s40120-019-00153-8,2019,BRATS,Brain
None,10.1007/s40869-016-0030-3,2016,BRATS,Brain
None,10.1007/s41095-019-0139-y,2019,BRATS,Brain
None,10.1002/cam4.1863,2018,BRATS,Brain
None,10.1007/978-3-662-56537-7_30,2018,BRATS,Brain
None,10.1038/nn.4354,2016,BRATS,Brain
None,10.1038/s41467-018-07619-7,2018,BRATS,Brain
None,10.1038/s41467-019-08546-x,2019,BRATS,Brain
None,10.1038/s41529-018-0058-x,2018,BRATS,Brain
None,10.1038/s41598-017-05848-2,2017,BRATS,Brain
None,10.1038/s41598-017-13679-4,2017,BRATS,Brain
None,10.1038/s41598-017-14753-7,2017,BRATS,Brain
None,10.1038/s41598-017-18453-0,2018,BRATS,Brain
None,10.1038/s41598-018-21678-2,2018,BRATS,Brain
None,10.1038/s41598-018-22980-9,2018,BRATS,Brain
None,10.1038/s41598-019-49740-7,2019,BRATS,Brain
None,10.1038/sdata.2016.3,2016,BRATS,Brain
None,10.1038/sdata.2017.117,2017,BRATS,Brain
None,10.1038/sdata.2018.251,2018,BRATS,Brain
None,10.1038/sdata.2019.1,2019,BRATS,Brain
None,10.1038/srep16822,2015,BRATS,Brain
None,10.1038/srep23376,2016,BRATS,Brain
None,10.4015/s1016237219500194,2019,BRATS,Brain
None,10.1002/hbm.24750,2019,BRATS,Brain
None,10.1049/htl.2017.0013,2018,BRATS,Brain
None,10.1049/iet-cvi.2016.0278,2018,BRATS,Brain
None,10.1049/iet-ipr.2016.0651,2017,BRATS,Brain
None,10.1049/iet-ipr.2017.1124,2018,BRATS,Brain
None,10.5772/intechopen.84629,2019,BRATS,Brain
None,10.5812/ans.84920,2019,BRATS,Brain
None,10.1002/ima.22202,2016,BRATS,Brain
None,10.1002/ima.22227,2017,BRATS,Brain
None,10.1002/ima.22253,2017,BRATS,Brain
None,10.1002/ima.22276,2018,BRATS,Brain
None,10.1002/ima.22297,2018,BRATS,Brain
None,10.1002/ima.22321,2019,BRATS,Brain
None,10.1002/ima.22333,2019,BRATS,Brain
None,10.1002/ima.22368,2019,BRATS,Brain
None,10.1002/jemt.22733,2016,BRATS,Brain
None,10.1002/jemt.22994,2018,BRATS,Brain
None,10.1002/jemt.23224,2019,BRATS,Brain
None,10.1002/jemt.23281,2019,BRATS,Brain
None,10.1080/02656736.2017.1319974,2017,BRATS,Brain
None,10.1080/02656736.2018.1429679,2018,BRATS,Brain
None,10.1080/02699052.2016.1222080,2016,BRATS,Brain
None,10.1002/jmri.25939,2018,BRATS,Brain
None,10.1002/jmri.26907,2019,BRATS,Brain
None,10.1080/03772063.2019.1615007,2019,BRATS,Brain
None,10.1080/08839514.2018.1504500,2018,BRATS,Brain
None,10.7717/peerj.5982,2018,BRATS,Brain
None,10.1080/0952813x.2018.1518997,2018,BRATS,Brain
None,10.1080/13682199.2018.1545412,2018,BRATS,Brain
None,10.1080/21681163.2019.1579672,2019,BRATS,Brain
None,10.1088/0031-9155/61/19/7012,2016,BRATS,Brain
None,10.1088/0031-9155/61/24/8440,2016,BRATS,Brain
None,10.1088/1361-6560/aa7c41,2017,BRATS,Brain
None,10.1088/1361-6560/aa87f3,2017,BRATS,Brain
None,10.1088/1361-6560/aa9262,2017,BRATS,Brain
None,10.1088/1361-6560/aab9e9,2018,BRATS,Brain
None,10.1002/mp.12481,2017,BRATS,Brain
None,10.1002/mp.12752,2018,BRATS,Brain
None,10.1002/mp.12945,2018,BRATS,Brain
None,10.1002/mp.13624,2019,BRATS,Brain
None,10.1002/mp.13695,2019,BRATS,Brain
None,10.1002/mrm.27184,2018,BRATS,Brain
None,10.1002/mrm.27500,2018,BRATS,Brain
None,10.1002/nbm.4006,2018,BRATS,Brain
None,10.1093/neuonc/now086,2016,BRATS,Brain
None,10.1093/neuonc/noz095,2019,BRATS,Brain
None,10.1007/978-981-10-1708-7_84,2016,BRATS,Brain
None,10.1007/978-981-10-3005-5_40,2016,BRATS,Brain
None,10.1097/rli.0000000000000349,2017,BRATS,Brain
None,10.1101/690297,2019,BRATS,Brain
None,10.1007/978-981-10-7554-4_42,2017,BRATS,Brain
None,10.1007/978-981-10-7566-7_62,2018,BRATS,Brain
None,10.1007/978-981-10-8639-7_23,2018,BRATS,Brain
None,10.1007/978-981-13-1165-9_81,2018,BRATS,Brain
None,10.1101/760157,2019,BRATS,Brain
None,10.1007/978-981-13-1742-2_2,2018,BRATS,Brain
None,10.1007/978-981-13-1819-1_51,2018,BRATS,Brain
None,10.1109/isbi52829.2022.9761527,2022,BRATS,Brain
None,10.1109/icassp43922.2022.9746092,2022,BRATS,Brain
None,10.1007/978-3-030-59710-8_75,2020,BRATS,Brain
None,10.1007/978-3-030-59713-9_19,2020,BRATS,Brain
None,10.1007/978-3-030-59713-9_70,2020,BRATS,Brain
None,10.1007/978-3-030-59716-0_28,2020,BRATS,Brain
None,10.1007/978-3-030-59719-1_16,2020,BRATS,Brain
None,10.1007/978-3-030-59719-1_26,2020,BRATS,Brain
None,10.1007/978-3-030-49161-1_15,2020,BRATS,Brain
None,10.3390/sym12050721,2020,BRATS,Brain
None,10.1140/epjp/s13360-020-00414-8,2020,BRATS,Brain
None,10.1007/s11517-020-02179-9,2020,BRATS,Brain
None,10.1007/s11517-020-02209-6,2020,BRATS,Brain
None,10.1038/s41597-020-0526-3,2020,BRATS,Brain
None,10.1145/3405758.3405770,2020,BRATS,Brain
None,10.1002/jmri.27288,2020,BRATS,Brain
None,10.1038/s41551-020-0577-y,2020,BRATS,Brain
None,10.1186/s13014-020-01618-z,2020,BRATS,Brain
None,10.1145/3404512.3404518,2020,BRATS,Brain
None,10.1155/2020/8125392,2020,BRATS,Brain
None,10.1007/978-3-030-52243-8_13,2020,BRATS,Brain
None,10.1007/978-3-030-52791-4_4,2020,BRATS,Brain
None,10.1186/s12880-020-00485-0,2020,BRATS,Brain
None,10.1002/mp.14368,2020,BRATS,Brain
None,10.1080/02656736.2020.1748238,2020,BRATS,Brain
None,10.1093/neuros/nyaa282,2020,BRATS,Brain
None,10.1007/978-3-030-50120-4_8,2020,BRATS,Brain
None,10.1007/978-981-15-4112-4_8,2020,BRATS,Brain
None,10.1007/s00701-020-04483-7,2020,BRATS,Brain
None,10.1007/s11548-020-02222-y,2020,BRATS,Brain
None,10.1007/s42979-020-00214-y,2020,BRATS,Brain
None,10.1155/2020/8620403,2020,BRATS,Brain
None,10.1108/ijicc-02-2020-0013,2020,BRATS,Brain
None,10.1038/s41598-020-68857-8,2020,BRATS,Brain
None,10.1038/s41598-020-69250-1,2020,BRATS,Brain
None,10.1007/978-981-15-6648-6_4,2020,BRATS,Brain
None,10.1007/s00259-020-04897-6,2020,BRATS,Brain
None,10.1007/s11042-020-09271-0,2020,BRATS,Brain
None,10.1038/s41467-020-17478-w,2020,BRATS,Brain
None,10.1146/annurev-biodatasci-022620-015538,2020,BRATS,Brain
None,10.1146/annurev-bioeng-062117-121105,2020,BRATS,Brain
None,10.1007/s12021-020-09477-5,2020,BRATS,Brain
None,10.1186/s12911-020-1109-0,2020,BRATS,Brain
None,10.1007/s12065-020-00433-5,2020,BRATS,Brain
None,10.1080/08839514.2020.1787678,2020,BRATS,Brain
None,10.1101/2020.07.15.204933,2020,BRATS,Brain
None,10.1007/978-981-15-5097-3_9,2020,BRATS,Brain
None,10.1007/978-981-15-5113-0_89,2020,BRATS,Brain
None,10.1007/978-981-15-5495-7_2,2020,BRATS,Brain
None,10.1038/s41598-020-69920-0,2020,BRATS,Brain
None,10.23919/ccc50068.2020.9189663,2020,BRATS,Brain
None,10.1002/spe.2878,2020,BRATS,Brain
None,10.1038/s41598-020-75015-7,2020,BRATS,Brain
None,10.1007/s11517-020-02273-y,2020,BRATS,Brain
None,10.3390/jpm10030128,2020,BRATS,Brain
None,10.1002/ima.22472,2020,BRATS,Brain
None,10.1002/ima.22497,2020,BRATS,Brain
None,10.1002/ima.22499,2020,BRATS,Brain
None,10.3390/electronics9111795,2020,BRATS,Brain
None,10.1007/s00521-020-05332-5,2020,BRATS,Brain
None,10.3389/fncom.2020.00061,2020,BRATS,Brain
None,10.1007/s00330-020-07297-4,2020,BRATS,Brain
None,10.1007/s00330-020-07335-1,2020,BRATS,Brain
None,10.1007/s00330-020-07335-1,2020,BRATS,Brain
None,10.1007/s00330-020-07414-3,2020,BRATS,Brain
None,10.1101/2020.10.19.20215392,2020,BRATS,Brain
None,10.1101/2020.10.19.20215392,2020,BRATS,Brain
None,10.1007/s11042-020-09661-4,2020,BRATS,Brain
None,10.1007/s11042-020-09810-9,2020,BRATS,Brain
None,10.1007/s11042-020-09871-w,2020,BRATS,Brain
None,10.1117/1.jmi.7.5.055501,2020,BRATS,Brain
None,10.1002/nbm.4408,2020,BRATS,Brain
None,10.1002/mrm.28476,2020,BRATS,Brain
None,10.1007/s12652-020-02366-4,2020,BRATS,Brain
None,10.1007/s12652-020-02470-5,2020,BRATS,Brain
None,10.1055/s-0040-1701635,2020,BRATS,Brain
None,10.1007/978-3-030-43395-6_15,2020,BRATS,Brain
None,10.1007/978-981-15-3514-7_10,2020,BRATS,Brain
None,10.1002/mp.14389,2020,BRATS,Brain
None,10.1002/mp.14389,2020,BRATS,Brain
None,10.1002/mp.14389,2020,BRATS,Brain
None,10.1002/mp.14389,2020,BRATS,Brain
None,10.1002/mp.14489,2020,BRATS,Brain
None,10.1002/mp.14539,2020,BRATS,Brain
None,10.3389/fonc.2020.01640,2020,BRATS,Brain
None,10.1093/neuonc/noaa177,2020,BRATS,Brain
None,10.3390/app10186439,2020,BRATS,Brain
None,10.3390/app10196838,2020,BRATS,Brain
None,10.3390/app10217524,2020,BRATS,Brain
None,10.3390/app10217790,2020,BRATS,Brain
None,10.1007/s00292-020-00827-3,2020,BRATS,Brain
None,10.1111/exsy.12625,2020,BRATS,Brain
None,10.1007/978-3-030-60548-3_3,2020,BRATS,Brain
None,10.1007/978-3-030-61598-7_10,2020,BRATS,Brain
None,10.2196/19805,2020,BRATS,Brain
None,10.2196/19805,2020,BRATS,Brain
None,10.2196/19805,2020,BRATS,Brain
None,10.2196/19805,2020,BRATS,Brain
None,10.1088/1361-6560/ab9fca,2020,BRATS,Brain
None,10.1093/noajnl/vdaa066,2020,BRATS,Brain
None,10.3389/fnins.2019.00333,2019,BRATS,Brain
None,10.3389/fnins.2019.00810,2019,BRATS,Brain
None,10.3389/fnins.2019.00844,2019,BRATS,Brain
None,10.3389/fnins.2019.00966,2019,BRATS,Brain
None,10.3389/fnsys.2015.00030,2015,BRATS,Brain
None,10.3389/fpsyg.2017.01628,2017,BRATS,Brain
None,10.3389/frobt.2018.00120,2018,BRATS,Brain
None,10.3390/cancers11060829,2019,BRATS,Brain
None,10.1186/s40644-020-00329-8,2020,BRATS,Brain
None,10.1007/978-3-030-59277-6_12,2020,BRATS,Brain
None,10.1007/978-3-030-59585-2_6,2020,BRATS,Brain
None,10.1007/978-3-030-59710-8_12,2020,BRATS,Brain
None,10.1007/978-3-030-59710-8_18,2020,BRATS,Brain
None,10.1007/978-3-030-59710-8_20,2020,BRATS,Brain
None,10.1007/978-3-030-59710-8_42,2020,BRATS,Brain
None,10.1007/978-3-030-59710-8_49,2020,BRATS,Brain
None,10.1109/bibm52615.2021.9669327,2021,BRATS,Brain
None,10.1109/bibm52615.2021.9669442,2021,BRATS,Brain
None,10.1016/j.ejmp.2018.06.012,2018,BRATS,Brain
None,10.1016/j.imu.2020.100440,2020,BRATS,Brain
None,10.1007/978-3-319-50478-0_11,2016,BRATS,Brain
None,10.1007/978-3-319-50478-0_6,2016,BRATS,Brain
None,10.1007/978-3-319-52875-5_43,2017,BRATS,Brain
None,10.1007/978-3-319-54181-5_3,2017,BRATS,Brain
None,10.1007/978-3-319-54609-4_14,2017,BRATS,Brain
None,10.1007/978-3-319-55524-9_11,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_14,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_15,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_16,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_17,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_18,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_19,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_2,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_20,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_22,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_5,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_7,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_8,2016,BRATS,Brain
None,10.1007/978-3-319-55524-9_9,2016,BRATS,Brain
None,10.1007/978-3-319-58771-4_31,2017,BRATS,Brain
None,10.1007/978-3-319-60964-5_21,2017,BRATS,Brain
None,10.1007/978-3-319-60964-5_24,2017,BRATS,Brain
None,10.1007/978-3-319-60964-5_44,2017,BRATS,Brain
None,10.1007/978-3-319-61188-4_12,2017,BRATS,Brain
None,10.1007/978-3-319-66179-7_10,2017,BRATS,Brain
None,10.1007/978-3-319-66179-7_33,2017,BRATS,Brain
None,10.1007/978-3-319-66185-8_49,2017,BRATS,Brain
None,10.1007/978-3-319-66185-8_85,2017,BRATS,Brain
None,10.1007/978-3-319-67534-3_12,2017,BRATS,Brain
None,10.1007/978-3-319-68124-5_12,2017,BRATS,Brain
None,10.1007/978-3-319-69775-8_10,2017,BRATS,Brain
None,10.1007/978-3-319-70093-9_85,2017,BRATS,Brain
None,10.1007/978-3-319-75238-9_11,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_12,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_13,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_14,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_15,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_17,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_18,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_19,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_21,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_22,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_23,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_24,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_25,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_26,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_27,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_28,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_29,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_30,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_31,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_32,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_33,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_35,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_36,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_37,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_39,2018,BRATS,Brain
None,10.1007/978-3-319-75238-9_7,2018,BRATS,Brain
None,10.1007/978-3-319-75541-0_15,2018,BRATS,Brain
None,10.1007/978-3-319-75786-5_12,2018,BRATS,Brain
None,10.1515/jisys-2016-0095,2018,BRATS,Brain
None,10.1515/jisys-2017-0027,2019,BRATS,Brain
None,10.1007/978-3-319-91659-0_33,2018,BRATS,Brain
None,10.1515/revneuro-2018-0050,2018,BRATS,Brain
None,10.1007/978-3-319-94649-8_39,2018,BRATS,Brain
None,10.1007/978-3-319-94878-2_15,2019,BRATS,Brain
None,10.1631/fitee.1620342,2018,BRATS,Brain
None,10.2214/ajr.18.20218,2019,BRATS,Brain
None,10.23736/s1824-4785.18.03095-9,2018,BRATS,Brain
None,10.3103/s0146411618050048,2018,BRATS,Brain
None,10.3109/02656736.2015.1055831,2015,BRATS,Brain
None,10.3171/2016.9.jns16146,2017,BRATS,Brain
None,10.3171/2016.9.jns16146,2017,BRATS,Brain
None,10.3174/ajnr.a5391,2017,BRATS,Brain
None,10.3174/ajnr.a5543,2018,BRATS,Brain
None,10.3174/ajnr.a5675,2018,BRATS,Brain
None,10.3233/bme-191066,2019,BRATS,Brain
None,10.3233/thc-171341,2017,BRATS,Brain
None,10.3233/xst-17261,2017,BRATS,Brain
None,10.3348/kjr.2018.0070,2019,BRATS,Brain
None,10.3389/fict.2016.00025,2016,BRATS,Brain
None,10.3389/fncom.2019.00044,2019,BRATS,Brain
None,10.3389/fncom.2019.00052,2019,BRATS,Brain
None,10.3389/fncom.2019.00056,2019,BRATS,Brain
None,10.3389/fncom.2019.00058,2019,BRATS,Brain
None,10.3389/fneur.2018.00777,2018,BRATS,Brain
None,10.3389/fnhum.2018.00166,2018,BRATS,Brain
None,10.3389/fnins.2019.00144,2019,BRATS,Brain
None,10.3390/forecast1010005,2018,BRATS,Brain
None,10.3390/genes9080382,2018,BRATS,Brain
None,10.3390/sym10110627,2018,BRATS,Brain
None,10.3390/sym8110132,2016,BRATS,Brain
None,10.1007/s11548-021-02515-w,2021,BRATS,Brain
None,10.1016/j.bspc.2021.103442,2022,BRATS,Brain
None,10.2174/1574362414666190808090823,2019,BRATS,Brain
None,10.1002/nbm.4657,2021,BRATS,Brain
None,10.1016/j.media.2021.102309,2022,BRATS,Brain
None,10.1007/s00138-021-01262-x,2021,BRATS,Brain
None,10.3390/s21227528,2021,BRATS,Brain
None,10.1007/978-3-030-90874-4_4,2021,BRATS,Brain
None,10.1016/j.cmpb.2021.106509,2022,BRATS,Brain
None,10.3390/e23111429,2021,BRATS,Brain
None,10.3390/jimaging7110231,2021,BRATS,Brain
None,10.1007/978-3-030-89128-2_24,2021,BRATS,Brain
None,10.1155/2021/9025470,2021,BRATS,Brain
None,10.1007/s10723-021-09590-y,2021,BRATS,Brain
None,10.1007/978-981-16-2712-5_59,2021,BRATS,Brain
None,10.3390/cancers13205047,2021,BRATS,Brain
None,10.1007/978-3-030-87657-9_22,2021,BRATS,Brain
None,10.1007/978-3-030-83047-2_11,2022,BRATS,Brain
None,10.1007/978-3-030-90618-4_25,2022,BRATS,Brain
None,10.1007/978-981-16-6887-6_14,2022,BRATS,Brain
None,10.1002/9781119769293.ch6,2022,BRATS,Brain
None,10.1002/9781119743187.ch9,2022,BRATS,Brain
None,10.1007/s11063-021-10714-4,2022,BRATS,Brain
None,10.3390/jimaging8030055,2022,BRATS,Brain
None,10.1148/radiol.210817,2022,BRATS,Brain
None,10.3390/diagnostics12020247,2022,BRATS,Brain
None,10.1016/b978-0-12-823818-9.00019-5,2022,BRATS,Brain
None,10.1002/ana.26303,2022,BRATS,Brain
None,10.1007/s11060-021-03933-1,2022,BRATS,Brain
None,10.3390/s22020523,2022,BRATS,Brain
None,10.1007/s40031-022-00721-x,2022,BRATS,Brain
None,10.1007/s41870-021-00850-4,2022,BRATS,Brain
None,10.1016/j.eswa.2022.116608,2022,BRATS,Brain
None,10.1016/j.neuri.2022.100053,2022,BRATS,Brain
None,10.17671/gazibtd.804617,2022,BRATS,Brain
None,10.3390/diagnostics12020345,2022,BRATS,Brain
None,10.1038/s41598-022-05572-6,2022,BRATS,Brain
None,10.1016/j.media.2022.102364,2022,BRATS,Brain
None,10.1007/s00530-021-00884-5,2022,BRATS,Brain
None,10.3389/fonc.2021.756828,2022,BRATS,Brain
None,10.1016/j.compbiomed.2022.105237,2022,BRATS,Brain
None,10.1016/b978-0-12-820125-1.00035-x,2022,BRATS,Brain
None,10.1148/ryai.210095,2022,BRATS,Brain
None,10.1007/978-3-030-82079-4_12,2021,BRATS,Brain
None,10.1007/978-3-030-64573-1_293,2022,BRATS,Brain
None,10.1002/jmri.28119,2022,BRATS,Brain
None,10.1016/j.bspc.2022.103541,2022,BRATS,Brain
None,10.1002/mp.15514,2022,BRATS,Brain
None,10.1007/s11042-022-12326-z,2022,BRATS,Brain
None,10.1007/978-3-030-95467-3_5,2022,BRATS,Brain
None,10.1088/1742-6596/2203/1/012057,2022,BRATS,Brain
None,10.1016/j.bspc.2021.103475,2022,BRATS,Brain
None,10.1166/jmihi.2021.3915,2021,BRATS,Brain
None,10.1002/acm2.13557,2022,BRATS,Brain
None,10.1007/s11042-022-12316-1,2022,BRATS,Brain
None,10.1007/s00521-022-06960-9,2022,BRATS,Brain
None,10.1007/s11548-022-02566-7,2022,BRATS,Brain
None,10.1002/acm2.13530,2022,BRATS,Brain
None,10.3233/jifs-220167,2022,BRATS,Brain
None,10.3389/fonc.2022.816638,2022,BRATS,Brain
None,10.1007/s11571-021-09774-y,2022,BRATS,Brain
None,10.2174/1573405616666210104111218,2021,BRATS,Brain
None,10.1016/j.artmed.2022.102251,2022,BRATS,Brain
None,10.1007/s12539-022-00502-6,2022,BRATS,Brain
None,10.1002/9781119682554.ch6,2022,BRATS,Brain
None,10.1016/j.compbiomed.2022.105274,2022,BRATS,Brain
None,10.1002/9781119769293.ch14,2022,BRATS,Brain
None,10.1155/2022/8000781,2022,BRATS,Brain
None,10.1007/s11760-021-02107-w,2022,BRATS,Brain
None,10.1007/s10278-021-00574-8,2022,BRATS,Brain
None,10.1007/s11682-021-00598-2,2022,BRATS,Brain
None,10.1049/ipr2.12419,2022,BRATS,Brain
None,10.3389/fninf.2021.805669,2022,BRATS,Brain
None,10.1186/s12880-021-00728-8,2022,BRATS,Brain
None,10.3389/frai.2022.780405,2022,BRATS,Brain
None,10.1016/b978-0-12-823401-3.00002-x,2022,BRATS,Brain
None,10.1016/j.compbiomed.2022.105273,2022,BRATS,Brain
None,10.1016/j.compbiomed.2022.105321,2022,BRATS,Brain
None,10.1007/s11042-022-12352-x,2022,BRATS,Brain
None,10.1016/b978-0-12-823401-3.00005-5,2022,BRATS,Brain
None,10.1016/b978-0-12-823401-3.00003-1,2022,BRATS,Brain
None,10.3389/fonc.2022.823812,2022,BRATS,Brain
None,10.1007/s11042-022-12445-7,2022,BRATS,Brain
None,10.1177/20552076221074122,2022,BRATS,Brain
None,10.1007/978-981-19-2266-4_8,2022,BRATS,Brain
None,10.1016/j.patrec.2022.04.019,2022,BRATS,Brain
None,10.1007/s11042-022-12240-4,2022,BRATS,Brain
None,10.1002/mp.15578,2022,BRATS,Brain
None,10.1097/moo.0000000000000782,2021,BRATS,Brain
None,10.1007/s11042-022-12482-2,2022,BRATS,Brain
None,10.1007/s11042-022-12586-9,2022,BRATS,Brain
None,10.1007/s40336-022-00487-8,2022,BRATS,Brain
None,10.3389/fonc.2022.796583,2022,BRATS,Brain
None,10.1089/cmb.2021.0280,2022,BRATS,Brain
None,10.1007/s12652-022-03773-5,2022,BRATS,Brain
None,10.1007/s10489-022-03184-1,2022,BRATS,Brain
None,10.1016/j.compbiomed.2022.105387,2022,BRATS,Brain
None,10.1088/1361-6560/ac5ed8,2022,BRATS,Brain
None,10.1093/neuonc/noab238,2021,BRATS,Brain
None,10.1007/s00330-022-08807-2,2022,BRATS,Brain
None,10.1016/j.nicl.2019.101727,2019,BRATS,Brain
None,10.1016/j.nicl.2020.102185,2020,BRATS,Brain
None,10.1016/j.procs.2016.09.407,2016,BRATS,Brain
None,10.1016/j.procs.2018.10.431,2018,BRATS,Brain
None,10.1016/j.suronc.2019.05.005,2019,BRATS,Brain
None,10.1007/s10921-020-00740-y,2021,BRATS,Brain
None,10.1016/b978-0-12-815739-8.00010-9,2020,BRATS,Brain
None,10.1016/b978-0-12-821259-2.00020-x,2021,BRATS,Brain
None,10.1016/j.array.2019.100004,2019,BRATS,Brain
None,10.1016/j.artmed.2018.08.008,2019,BRATS,Brain
None,10.1016/j.artmed.2020.101980,2020,BRATS,Brain
None,10.1016/j.bbe.2019.06.003,2019,BRATS,Brain
None,10.1016/j.bspc.2018.06.001,2019,BRATS,Brain
None,10.1016/j.bspc.2019.101589,2019,BRATS,Brain
None,10.1016/j.cmpb.2018.09.007,2018,BRATS,Brain
None,10.1016/j.cnsns.2020.105256,2020,BRATS,Brain
None,10.1016/j.compbiomed.2017.10.003,2017,BRATS,Brain
None,10.1016/j.compbiomed.2019.05.002,2019,BRATS,Brain
None,10.1016/j.compbiomed.2020.103766,2020,BRATS,Brain
None,10.1016/j.compmedimag.2019.04.001,2019,BRATS,Brain
None,10.1016/j.compmedimag.2020.101799,2020,BRATS,Brain
