name,DOI,publication_year,dataset_used
Deformed2Self: Self-Supervised Denoising for Dynamic Medical Imaging,10.48550/arxiv.2106.12175,2021,ACDC
Bootstrap Representation Learning for Segmentation on Medical Volumes  and Sequences,10.48550/arxiv.2106.12153,2021,ACDC
AMO-Net: abdominal multi-organ segmentation in MRI with a extend Unet,10.1109/imcec51613.2021.9482216,2021,ACDC
Shape Constraints in Deep Learning for Robust 2D Echocardiography Analysis,10.1007/978-3-030-78710-3_3,2021,ACDC
Image Analysis for MRI-Based Brain Tumor Classification Using Deep Learning,10.22146/ijitee.62663,2021,ACDC
Group and Shuffle Convolutional Neural Networks with Pyramid Pooling Module for Automated Pterygium Segmentation,10.3390/diagnostics11061104,2021,ACDC
Positional Contrastive Learning for Volumetric Medical Image  Segmentation,10.48550/arxiv.2106.09157,2021,ACDC
Automatic left ventricular cavity segmentation via deep spatial sequential network in 4D computed tomography,10.1016/j.compmedimag.2021.101952,2021,ACDC
An Augmented Deep Learning Network with Noise Suppression Feature for Efficient Segmentation of Magnetic Resonance Images,10.1080/02564602.2021.1937349,2021,ACDC
DBAN: Adversarial Network With Multi-Scale Features for Cardiac MRI Segmentation,10.1109/jbhi.2020.3028463,2021,ACDC
Learning With Context Feedback Loop for Robust Medical Image Segmentation,10.1109/tmi.2021.3060497,2021,ACDC
Artificial intelligence in personalized cardiovascular medicine and cardiovascular imaging,10.21037/cdt.2020.03.09,2021,ACDC
Self-Ensembling Contrastive Learning for Semi-Supervised Medical Image  Segmentation,10.48550/arxiv.2105.12924,2021,ACDC
Learning a Model-Driven Variational Network for Deformable Image  Registration,10.48550/arxiv.2105.12227,2021,ACDC
MIASSR: An Approach for Medical Image Arbitrary Scale Super-Resolution,10.48550/arxiv.2105.10738,2021,ACDC
Editorial: Recent Developments of Deep Learning in Analyzing Decoding and Understanding Neuroimaging Signals,10.3389/fnins.2021.652073,2021,ACDC
MRI and CT bladder segmentation from classical to deep learning based approaches: Current limitations and lessons,10.1016/j.compbiomed.2021.104472,2021,ACDC
LCC-Net: A Lightweight Cross-Consistency Network for Semisupervised Cardiac MR Image Segmentation,10.1155/2021/9960199,2021,ACDC
Cardiac Functional Analysis with Cine MRI via Deep Learning  Reconstruction,10.48550/arxiv.2105.08157,2021,ACDC
Parametric-based feature selection via spherical harmonic coefficients for the left ventricle myocardial infarction screening,10.1007/s11517-021-02372-4,2021,ACDC
Multi-Scale Squeeze U-SegNet with Multi Global Attention for Brain MRI Segmentation,10.3390/s21103363,2021,ACDC
GANs for Medical Image Synthesis: An Empirical Study,10.48550/arxiv.2105.05318,2021,ACDC
Multiscale attention guided U-Net architecture for cardiac segmentation in short-axis MRI images,10.1016/j.cmpb.2021.106142,2021,ACDC
Beyond pixel-wise supervision for segmentation: A few global shape  descriptors might be surprisingly good!,10.48550/arxiv.2105.00859,2021,ACDC
Automatic segmentation of the left ventricle in echocardiographic images using convolutional neural networks,10.21037/qims-20-745,2021,ACDC
Learning a Generative Motion Model From Image Sequences Based on a Latent Motion Matrix,10.1109/tmi.2021.3056531,2021,ACDC
Segmentation of Biventricle in Cardiac Cine MRI via Nested Capsule Dense Network,10.21203/rs.3.rs-411209/v1,2021,ACDC
A deep learning pipeline for automatic analysis of multi-scan cardiovascular magnetic resonance,10.1186/s12968-020-00695-z,2021,ACDC
Transfer learning in medical image segmentation: New insights from analysis of the dynamics of model parameters and learned representations,10.1016/j.artmed.2021.102078,2021,ACDC
Personalising left-ventricular biophysical models of the heart using parametric physics-informed neural networks,10.1016/j.media.2021.102066,2021,ACDC
Multi-Task Curriculum Learning For Semi-Supervised Medical Image Segmentation,10.1109/isbi48211.2021.9433851,2021,ACDC
A Novel Weakly Supervised Framework Based On Noisy-Label Learning For Medical Image Segmentation,10.1109/isbi48211.2021.9433883,2021,ACDC
Efficient Model Monitoring for Quality Control in Cardiac Image  Segmentation,10.48550/arxiv.2104.05533,2021,ACDC
Seg-CapNet: A Capsule-Based Neural Network for the Segmentation of Left Ventricle from Cardiac Magnetic Resonance Imaging,10.1007/s11390-021-0782-5,2021,ACDC
CNN-based Cardiac Motion Extraction to Generate Deformable Geometric  Left Ventricle Myocardial Models from Cine MRI,10.48550/arxiv.2103.16695,2021,ACDC
Edge-Sensitive Left Ventricle Segmentation Using Deep Reinforcement Learning,10.3390/s21072375,2021,ACDC
Automated Cardiac Volume Assessment and Cardiac Long- and Short-Axis Imaging Plane Prediction from ECG-gated CT Volumes Enabled By Deep Learning,10.1093/ehjdh/ztab033,2021,ACDC
Automated left and right ventricular chamber segmentation in cardiac magnetic resonance images using dense fully convolutional neural network,10.1016/j.cmpb.2021.106059,2021,ACDC
Loss odyssey in medical image segmentation,10.1016/j.media.2021.102035,2021,ACDC
Interpretability of a Deep Learning Model in the Application of Cardiac  MRI Segmentation with an ACDC Challenge Dataset,10.48550/arxiv.2103.08590,2021,ACDC
Adapt Everywhere: Unsupervised Adaptation of Point-Clouds and Entropy  Minimisation for Multi-modal Cardiac Image Segmentation,10.48550/arxiv.2103.08219,2021,ACDC
Requirements and reliability of AI in the medical context,10.1016/j.ejmp.2021.02.024,None,ACDC
Applications of artificial intelligence in cardiovascular imaging,10.1038/s41569-021-00527-2,None,ACDC
Deep neural network ensemble for on-the-fly quality control-driven segmentation of cardiac MRI T1 mapping,10.1016/j.media.2021.102029,2021,ACDC
Image-level supervised segmentation for human organs with confidence cues,10.1088/1361-6560/abde98,2021,ACDC
Dual-Task Mutual Learning for Semi-Supervised Medical Image Segmentation,10.48550/arxiv.2103.04708,2021,ACDC
Universal Undersampled MRI Reconstruction,10.48550/arxiv.2103.05214,2021,ACDC
Boosting Semi-supervised Image Segmentation with Global and Local Mutual  Information Regularization,10.48550/arxiv.2103.04813,2021,ACDC
SAUN: Stack attention U‐Net for left ventricle segmentation from cardiac cine magnetic resonance imaging,10.1002/mp.14752,2021,ACDC
Learning With Context Feedback Loop for Robust Medical Image  Segmentation,10.48550/arxiv.2103.02844,2021,ACDC
Deep Learning-based Automated Aortic Area and Distensibility Assessment:  The Multi-Ethnic Study of Atherosclerosis (MESA),10.48550/arxiv.2103.02417,2021,ACDC
Diagnosis and Risk Prediction of Dilated Cardiomyopathy in the Era of Big Data and Genomics,10.3390/jcm10050921,2021,ACDC
Convolution-Free Medical Image Segmentation using Transformers,10.48550/arxiv.2102.13645,2021,ACDC
Deploying deep learning approaches to left ventricular non-compaction measurement,10.1007/s11227-021-03664-0,2021,ACDC
Automatic segmentation of inner ear on CT-scan using auto-context convolutional neural network,10.1038/s41598-021-83955-x,2021,ACDC
Region-of-Interest-Based Cardiac Image Segmentation with Deep Learning,10.3390/app11041965,2021,ACDC
Unsupervised super-resolution: creating high-resolution medical images from low-resolution anisotropic examples,10.1117/12.2580412,2021,ACDC
Interpretability of a deep learning model in the application of cardiac MRI segmentation with an ACDC challenge dataset,10.1117/12.2582227,2021,ACDC
EMONAS: efficient multiobjective neural architecture search framework for 3D medical image segmentation,10.1117/12.2577088,2021,ACDC
Artificial Intelligence and Transcatheter Interventions for Structural Heart Disease: A glance at the (near) future,10.1016/j.tcm.2021.02.002,None,ACDC
A deep-learning semantic segmentation approach to fully automated MRI-based left-ventricular deformation analysis in cardiotoxicity,10.1016/j.mri.2021.01.005,2021,ACDC
Medical Datasets Collections for Artificial Intelligence-based Medical  Image Analysis,10.48550/arxiv.2102.01549,2021,ACDC
A deep learning approach to segmentation of nasopharyngeal carcinoma using computed tomography,10.1016/j.bspc.2020.102246,2021,ACDC
Artificial intelligence for a personalized diagnosis and treatment of atrial fibrillation,10.1152/ajpheart.00764.2020,2021,ACDC
Comparison of a Hybrid Mixture Model and a CNN for the Segmentation of Myocardial Pathologies in Delayed Enhancement MRI,10.1007/978-3-030-68107-4_32,2021,ACDC
ImageCHD: A 3D Computed Tomography Image Dataset for Classification of  Congenital Heart Disease,10.48550/arxiv.2101.10799,2021,ACDC
An Automated Cardiac Ventricle Segmentation on CMR Images Using Grey-Level Mask R-CNN,10.1109/icce-tw52618.2021.9602950,2021,ACDC
Do not Treat Boundaries and Regions Differently: An Example on Heart Left Atrial Segmentation,10.1109/icpr48806.2021.9412755,2021,ACDC
FOANet: A Focus of Attention Network with Application to Myocardium Segmentation,10.1109/icpr48806.2021.9412016,2021,ACDC
Multi-Scale Self-Guided Attention for Medical Image Segmentation,10.1109/jbhi.2020.2986926,2021,ACDC
Hybrid Learning Model for Metal Artifact Reduction,10.1088/1742-6596/1714/1/012021,2021,ACDC
Big data y nuevas tecnologías de la información: qué necesita saber el cardiólogo,10.1016/j.recesp.2020.06.017,2021,ACDC
Full Issue PDF,10.1016/s1936-878x(20)31073-1,2021,ACDC
Chapter 10 Magnetic resonance imaging and artificial intelligence,10.1016/b978-0-12-820273-9.00010-5,2021,ACDC
Application of Artificial Intelligence Algorithms Within the Medical Context for Non-Specialized Users: the CARTIER-IA Platform,10.9781/ijimai.2021.05.005,2021,ACDC
Hypertrophic Cardiomyopathy Diagnosis Based on Cardiovascular Magnetic Resonance Using Deep Learning Techniques,10.2139/ssrn.3855445,2021,ACDC
Nature Methods,10.1038/nde/15487091/2021/18/2,2021,ACDC
Medical Image Computing and Computer Assisted Intervention – MICCAI 2021 24th International Conference Strasbourg France September 27–October 1 2021 Proceedings Part II,10.1007/978-3-030-87196-3,2021,ACDC
Statistical Atlases and Computational Models of the Heart. M&Ms and EMIDEC Challenges 11th International Workshop STACOM 2020 Held in Conjunction with MICCAI 2020 Lima Peru October 4 2020 Revised Selected Papers,10.1007/978-3-030-68107-4,2021,ACDC
Computer Analysis of Images and Patterns 19th International Conference CAIP 2021 Virtual Event September 28–30 2021 Proceedings Part I,10.1007/978-3-030-89128-2,2021,ACDC
Computational Intelligence Methods for Green Technology and Sustainable Development Proceedings of the International Conference GTSD2020,10.1007/978-3-030-62324-1,2021,ACDC
Medical Image Understanding and Analysis 25th Annual Conference MIUA 2021 Oxford United Kingdom July 12–14 2021 Proceedings,10.1007/978-3-030-80432-9,2021,ACDC
Functional Imaging and Modeling of the Heart 11th International Conference FIMH 2021 Stanford CA USA June 21-25 2021 Proceedings,10.1007/978-3-030-78710-3,2021,ACDC
Medical Image Computing and Computer Assisted Intervention – MICCAI 2021 24th International Conference Strasbourg France September 27–October 1 2021 Proceedings Part VI,10.1007/978-3-030-87231-1,2021,ACDC
Medical Image Computing and Computer Assisted Intervention – MICCAI 2021 24th International Conference Strasbourg France September 27–October 1 2021 Proceedings Part III,10.1007/978-3-030-87199-4,2021,ACDC
Medical Image Computing and Computer Assisted Intervention – MICCAI 2021 24th International Conference Strasbourg France September 27–October 1 2021 Proceedings Part I,10.1007/978-3-030-87193-2,2021,ACDC
The 2020 International Conference on Machine Learning and Big Data Analytics for IoT Security and Privacy SPIoT-2020 Volume 1,10.1007/978-3-030-62743-0,2021,ACDC
Estimating Uncertainty in Neural Networks for Cardiac MRI Segmentation:  A Benchmark Study,10.48550/arxiv.2012.15772,2020,ACDC
Learning Geodesic Active Contours for Embedding Object Global Information in Segmentation CNNs,10.1109/tmi.2020.3022693,2020,ACDC
Cascaded Framework for Automatic Evaluation of Myocardial Infarction  from Delayed-Enhancement Cardiac MRI,10.48550/arxiv.2012.14556,2020,ACDC
Myocardial Segmentation of Cardiac MRI Sequences with Temporal  Consistency for Coronary Artery Disease Diagnosis,10.48550/arxiv.2012.14564,2020,ACDC
Histogram Matching Augmentation for Domain Adaptation with Application  to Multi-Centre Multi-Vendor and Multi-Disease Cardiac Image Segmentation,10.48550/arxiv.2012.13871,2020,ACDC
Deep learning in spatiotemporal cardiac imaging: A review of methodologies and clinical usability,10.1016/j.compbiomed.2020.104200,2020,ACDC
A Network of Simultaneous Segmentation and Registration for Right Ventricle MRI,10.1109/bibm49941.2020.9313411,2020,ACDC
Teach me to segment with mixed supervision: Confident students become  masters,10.48550/arxiv.2012.08051,2020,ACDC
Automatic segmentation with detection of local segmentation failures in cardiac MRI,10.1038/s41598-020-77733-4,2020,ACDC
Semi-supervised task-driven data augmentation for medical image segmentation,10.1016/j.media.2020.101934,None,ACDC
nnU-Net: a self-configuring method for deep learning-based biomedical image segmentation,10.1038/s41592-020-01008-z,2020,ACDC
Automatic cardiac MRI segmentation and permutation-invariant pathology classification using deep neural networks and point clouds,10.1016/j.neucom.2020.08.030,2020,ACDC
Deep learning approach to left ventricular non-compaction measurement,10.48550/arxiv.2011.14773,2020,ACDC
Deep Learning–based Automated Segmentation of Left Ventricular Trabeculations and Myocardium on Cardiac MR Images: A Feasibility Study,10.1148/ryai.2020200021,2020,ACDC
Cine and late gadolinium enhancement MRI registration and automated myocardial infarct heterogeneity quantification,10.1002/mrm.28596,None,ACDC
Test-time adaptable neural networks for robust medical image segmentation,10.1016/j.media.2020.101907,2020,ACDC
Anatomy Prior Based U-net for Pathology Segmentation with Attention,10.48550/arxiv.2011.08769,2020,ACDC
Recognition and standardization of cardiac MRI orientation via  multi-tasking learning and deep neural networks,10.48550/arxiv.2011.08761,2020,ACDC
Contrastive Registration for Unsupervised Medical Image Segmentation,10.48550/arxiv.2011.08894,2020,ACDC
Studying Robustness of Semantic Segmentation under Domain Shift in  cardiac MRI,10.48550/arxiv.2011.07592,2020,ACDC
Dynamic MRI reconstruction with end-to-end motion-guided network,10.1016/j.media.2020.101901,2020,ACDC
Automatic segmentation with detection of local segmentation failures in  cardiac MRI,10.48550/arxiv.2011.07025,2020,ACDC
Investigating CoordConv for Fully and Weakly Supervised Medical Image Segmentation,10.1109/ipta50016.2020.9286633,2020,ACDC
Automated left ventricular segmentation from cardiac magnetic resonance images via adversarial learning with multi-stage pose estimation network and co-discriminator,10.1016/j.media.2020.101891,2020,ACDC
Theoretical Research on College Students’ Professional Literacy Design Based on Deep Learning,10.1007/978-3-030-62743-0_9,2020,ACDC
Learning a Generative Motion Model from Image Sequences based on a  Latent Motion Matrix,10.48550/arxiv.2011.01741,2020,ACDC
Towards cardiac intervention assistance,10.1145/3400302.3415789,2020,ACDC
Self-paced and self-consistent co-training for semi-supervised image  segmentation,10.48550/arxiv.2011.00325,2020,ACDC
Cardiac Segmentation With Strong Anatomical Guarantees,10.1109/tmi.2020.3003240,2020,ACDC
Segmentation of Left Ventricle in Short-Axis MR Images Based on Fully Convolutional Network and Active Contour Model,10.1007/978-3-030-62324-1_5,2020,ACDC
PSPU-Net for Automatic Short Axis Cine MRI Segmentation of Left and Right Ventricles,10.1109/bibe50027.2020.00177,2020,ACDC
Triple-view Convolutional Neural Networks for COVID-19 Diagnosis with  Chest X-ray,10.48550/arxiv.2010.14091,2020,ACDC
Unsupervised Super-Resolution: Creating High-Resolution Medical Images  from Low-Resolution Anisotropic Examples,10.48550/arxiv.2010.13172,2020,ACDC
Automated Inline Analysis of Myocardial Perfusion MRI with Deep Learning,10.1148/ryai.2020200009,2020,ACDC
A platform for management and visualization of medical data and medical imaging,10.1145/3434780.3436652,2020,ACDC
A global benchmark of algorithms for segmenting the left atrium from late gadolinium-enhanced cardiac magnetic resonance imaging,10.1016/j.media.2020.101832,None,ACDC
Bridging 2D and 3D Segmentation Networks for Computation Efficient  Volumetric Medical Image Segmentation: An Empirical Study of 2.5D Solutions,10.48550/arxiv.2010.06163,2020,ACDC
Recent Trends of Left and Right Ventricle Segmentation in Cardiac MRI Using Deep Learning,10.1109/icitee49829.2020.9271750,2020,ACDC
Recovering from missing data in population imaging – Cardiac MR image imputation via conditional generative adversarial nets,10.1016/j.media.2020.101812,2020,ACDC
Big data and new information technology: what cardiologists need to know,10.1016/j.rec.2020.06.036,None,ACDC
Realistic Adversarial Data Augmentation for MR Image Segmentation,10.1007/978-3-030-59710-8_65,2020,ACDC
XCAT-GAN for Synthesizing 3D Consistent Labeled Cardiac MR Images on Anatomically Variable XCAT Phantoms,10.1007/978-3-030-59719-1_13,2020,ACDC
Heterogeneous Virtual Population of Simulated CMR Images for Improving the Generalization of Cardiac Segmentation Algorithms,10.1007/978-3-030-59520-3_8,2020,ACDC
Artificial intelligence in cardiac radiology,10.1007/s11547-020-01277-w,2020,ACDC
Artificial Intelligence and Texture Analysis in Cardiac Imaging,10.1007/s11886-020-01402-1,2020,ACDC
Artificial intelligence and automation in valvular heart diseases,10.5603/cj.a2020.0087,None,ACDC
Left Ventricle Segmentation Using Scale-Independent Multi-Gate UNET in MRI Images,10.1007/978-3-030-55789-8_41,2020,ACDC
Feasibility of Automatic Seed Generation Applied to Cardiac MRI Image Analysis,10.3390/math8091511,2020,ACDC
Fully Automated Cardiac Assessment for Diagnostic and Prognostic Stratification Following Myocardial Infarction,10.1161/jaha.120.016612,2020,ACDC
A Convolutional Neural Network-based Deformable Image Registration Method for Cardiac Motion Estimation from Cine Cardiac MR Images,10.22489/cinc.2020.204,2020,ACDC
Application of Deep Learning in Cardiovascular Medicine using Multiple Biomedical Data,10.1109/is48319.2020.9199844,2020,ACDC
Measuring the Biases and Effectiveness of Content-Style Disentanglement,10.48550/arxiv.2008.12378,2020,ACDC
3D Printing Computational Modeling and Artificial Intelligence for Structural Heart Disease,10.1016/j.jcmg.2019.12.022,2020,ACDC
Measure Anatomical Thickness from Cardiac MRI with Deep Neural Networks,10.48550/arxiv.2008.11109,2020,ACDC
Fully automatic segmentation of right and left ventricle on short-axis cardiac MRI images,10.1016/j.compmedimag.2020.101786,None,ACDC
INSIDE: Steering Spatial Attention with Non-Imaging Information in CNNs,10.48550/arxiv.2008.10418,2020,ACDC
Unsupervised Cross-domain Image Classification by Distance Metric Guided  Feature Alignment,10.48550/arxiv.2008.08433,2020,ACDC
Towards Cardiac Intervention Assistance: Hardware-aware Neural  Architecture Exploration for Real-Time 3D Cardiac Cine MRI Segmentation,10.48550/arxiv.2008.07071,2020,ACDC
Using UNet and PSPNet to explore the reusability principle of CNN  parameters,10.48550/arxiv.2008.03414,2020,ACDC
Generalisable Cardiac Structure Segmentation via Attentional and Stacked  Image Adaptation,10.48550/arxiv.2008.01216,2020,ACDC
Cardiac MRI Segmentation With a Dilated CNN Incorporating Domain-Specific Constraints,10.1109/jstsp.2020.3013351,2020,ACDC
Curriculum learning for improved femur fracture classification:  scheduling data with prior knowledge and uncertainty,10.48550/arxiv.2007.16102,2020,ACDC
Convolutional neural network‐based pelvic floor structure segmentation using magnetic resonance imaging in pelvic organ prolapse,10.1002/mp.14377,2020,ACDC
Automatic Primary Gross Tumor Volume Segmentation for Nasopharyngeal Carcinoma using ResSE-UNet,10.1109/cbms49503.2020.00116,2020,ACDC
Handling confounding variables in statistical shape analysis --  application to cardiac remodelling,10.48550/arxiv.2007.14239,2020,ACDC
XCAT-GAN for Synthesizing 3D Consistent Labeled Cardiac MR Images on  Anatomically Variable XCAT Phantoms,10.48550/arxiv.2007.13408,2020,ACDC
Fully Automated Segmentation of the Left Ventricle in Magnetic Resonance  Images,10.48550/arxiv.2007.10665,2020,ACDC
Handling confounding variables in statistical shape analysis - application to cardiac remodelling,10.1016/j.media.2020.101792,2020,ACDC
Discretely-constrained deep network for weakly supervised segmentation,10.1016/j.neunet.2020.07.011,2020,ACDC
Fully automated quantification of left ventricular volumes and function in cardiac MRI: clinical evaluation of a deep learning-based algorithm,10.1007/s10554-020-01935-0,2020,ACDC
DeU-Net: Deformable U-Net for 3D Cardiac MRI Video Segmentation,10.48550/arxiv.2007.06341,2020,ACDC
Dynamic uncertain causality graph for computer-aided general clinical diagnoses with nasal obstruction as an illustration,10.1007/s10462-020-09871-0,2020,ACDC
Semi-supervised Task-driven Data Augmentation for Medical Image  Segmentation,10.48550/arxiv.2007.05363,2020,ACDC
Fully Automated 3D Cardiac MRI Localisation and Segmentation Using Deep Neural Networks,10.3390/jimaging6070065,2020,ACDC
Learning to Segment from Scribbles using Multi-scale Adversarial  Attention Gates,10.48550/arxiv.2007.01152,2020,ACDC
Early diagnosis of chemotherapy-induced cardiotoxicity by cardiac MRI,10.1016/j.ejrad.2020.109158,None,ACDC
MRI Manufacturer Shift and Adaptation: Increasing the Generalizability of Deep Learning Segmentation for MR Images Acquired with Different Scanners,10.1148/ryai.2020190195,2020,ACDC
Clinical Performance and Role of Expert Supervision of Deep Learning for Cardiac Ventricular Volumetry: A Validation Study,10.1148/ryai.2020190064,2020,ACDC
Validation of a diffeomorphic registration algorithm using true deformation computed from thin plate spline interpolation,10.1109/embc44109.2020.9176059,None,ACDC
Improving the generalization of deep learning methods to segment the left ventricle in short axis MR images,10.1109/embc44109.2020.9175256,None,ACDC
A Semi-Automatic Method To Segment The Left Atrium in MR Volumes With Varying Slice Numbers,10.1109/embc44109.2020.9175749,2020,ACDC
L-CO-Net: Learned Condensation-Optimization Network for Segmentation and Clinical Parameter Estimation from Cardiac Cine MRI,10.1109/embc44109.2020.9176491,2020,ACDC
Improving the Generalizability of Convolutional Neural Network-Based Segmentation on CMR Images,10.3389/fcvm.2020.00105,2020,ACDC
Semi-supervised generative adversarial networks for the segmentation of the left ventricle in pediatric MRI,10.1016/j.compbiomed.2020.103884,2020,ACDC
Motion Pyramid Networks for Accurate and Efficient Cardiac Motion  Estimation,10.48550/arxiv.2006.15710,2020,ACDC
A Co-Design Framework of Neural Networks and Quantum Circuits Towards  Quantum Advantage,10.48550/arxiv.2006.14815,2020,ACDC
Doctoral Colloquium—A Snapshot of the Future: Virtual and Augmented Reality Training for Radiology,10.23919/ilrn47897.2020.9155131,2020,ACDC
Collaborative Boundary-aware Context Encoding Networks for Error Map  Prediction,10.48550/arxiv.2006.14345,2020,ACDC
Automatic left ventricle segmentation in short-axis MRI using deep convolutional neural networks and central-line guided level set approach,10.1016/j.compbiomed.2020.103877,2020,ACDC
Deep Generative Model-based Quality Control for Cardiac MRI Segmentation,10.48550/arxiv.2006.13379,2020,ACDC
Realistic Adversarial Data Augmentation for MR Image Segmentation,10.48550/arxiv.2006.13322,2020,ACDC
Left ventricular geometry during unloading and the end-systolic pressure volume relationship: Measurement with a modified real-time MRI-based method in normal sheep,10.1371/journal.pone.0234896,2020,ACDC
Cine Cardiac MRI Motion Artifact Reduction Using a Recurrent Neural  Network,10.48550/arxiv.2006.12700,2020,ACDC
Cardiac Segmentation on Late Gadolinium Enhancement MRI: A Benchmark  Study from Multi-Sequence Cardiac MR Segmentation Challenge,10.48550/arxiv.2006.12434,2020,ACDC
Automated mitral valve vortex ring extraction from 4D‐flow MRI,10.1002/mrm.28361,2020,ACDC
Contrastive learning of global and local features for medical image  segmentation with limited annotations,10.48550/arxiv.2006.10511,2020,ACDC
A Direct High-Order Curvilinear Triangular Mesh Generation Method Using an Advancing Front Technique,10.1007/978-3-030-50417-5_6,2020,ACDC
Cardiac Segmentation with Strong Anatomical Guarantees,10.48550/arxiv.2006.08825,2020,ACDC
A Spatiotemporal Volumetric Interpolation Network for 4D Dynamic Medical Image,10.1109/cvpr42600.2020.00478,2020,ACDC
FOAL: Fast Online Adaptive Learning for Cardiac Motion Estimation,10.1109/cvpr42600.2020.00437,2020,ACDC
Multi-channel Image Registration of Cardiac MR Using Supervised Feature Learning with Convolutional Encoder-Decoder Network,10.1007/978-3-030-50120-4_10,2020,ACDC
Biomechanics-informed Neural Networks for Myocardial Motion Tracking in  MRI,10.48550/arxiv.2006.04725,2020,ACDC
Imposing boundary‐aware prior into CNNs‐based medical image segmentation,10.1049/el.2020.0453,2020,ACDC
Left ventricle segmentation using a Bayesian approach with distance dependent shape priors,10.1088/2057-1976/ab9556,2020,ACDC
Mini Review: Deep Learning for Atrial Segmentation From Late Gadolinium-Enhanced MRIs,10.3389/fcvm.2020.00086,2020,ACDC
Reference Ranges for Left Ventricular Curvedness and Curvedness-Based Functional Indices Using Cardiovascular Magnetic Resonance in Healthy Asian Subjects,10.1038/s41598-020-65153-3,2020,ACDC
Efficient and Phase-aware Video Super-resolution for Cardiac MRI,10.48550/arxiv.2005.10626,2020,ACDC
On the effectiveness of GAN generated cardiac MRIs for segmentation,10.48550/arxiv.2005.09026,2020,ACDC
Dynamically constructed network with error correction for accurate ventricle volume estimation,10.1016/j.media.2020.101723,None,ACDC
Predicting Scores of Medical Imaging Segmentation Methods with  Meta-Learning,10.48550/arxiv.2005.08869,2020,ACDC
How Can CNNs Use Image Position for Segmentation?,10.48550/arxiv.2005.03463,2020,ACDC
ACCL: Adversarial constrained-CNN loss for weakly supervised medical  image segmentation,10.48550/arxiv.2005.00328,2020,ACDC
A Global Benchmark of Algorithms for Segmenting Late Gadolinium-Enhanced  Cardiac Magnetic Resonance Imaging,10.48550/arxiv.2004.12314,2020,ACDC
Automating in vivo cardiac diffusion tensor postprocessing with deep learning–based segmentation,10.1002/mrm.28294,2020,ACDC
L-CO-Net: Learned Condensation-Optimization Network for Clinical  Parameter Estimation from Cardiac Cine MRI,10.48550/arxiv.2004.11253,2020,ACDC
Have you forgotten? A method to assess if machine learning models have  forgotten data,10.48550/arxiv.2004.10129,2020,ACDC
KD-MRI: A knowledge distillation framework for image reconstruction and  image restoration in MRI workflow,10.48550/arxiv.2004.05319,2020,ACDC
Test-Time Adaptable Neural Networks for Robust Medical Image  Segmentation,10.48550/arxiv.2004.04668,2020,ACDC
CondenseUNet: A Memory-Efficient Condensely-Connected Architecture for  Bi-ventricular Blood Pool and Myocardium Segmentation,10.48550/arxiv.2004.02249,2020,ACDC
Dual-Encoder-Unet For Fast Mri Reconstruction,10.1109/isbiworkshops50223.2020.9153453,2020,ACDC
Soft-Label Guided Semi-Supervised Learning for Bi-Ventricle Segmentation in Cardiac Cine MRI,10.1109/isbi45749.2020.9098546,2020,ACDC
A Context Based Deep Learning Approach for Unbalanced Medical Image Segmentation,10.1109/isbi45749.2020.9098597,2020,ACDC
Semi-supervised few-shot learning for medical image segmentation,10.48550/arxiv.2003.08462,2020,ACDC
A deep learning-based approach for automatic segmentation and quantification of the left ventricle from cardiac cine MR images,10.1016/j.compmedimag.2020.101717,2020,ACDC
AdaEn-Net: An ensemble of adaptive 2D–3D Fully Convolutional Networks for medical image segmentation,10.1016/j.neunet.2020.03.007,2020,ACDC
FOAL: Fast Online Adaptive Learning for Cardiac Motion Estimation,10.48550/arxiv.2003.04492,2020,ACDC
Deep Learning for Cardiac Image Segmentation: A Review,10.3389/fcvm.2020.00025,2020,ACDC
Semantically Guided Large Deformation Estimation with Deep Networks,10.3390/s20051392,2020,ACDC
Full Issue PDF,10.1016/s1936-878x(20)30146-7,2020,ACDC
A Spatiotemporal Volumetric Interpolation Network for 4D Dynamic Medical  Image,10.48550/arxiv.2002.12680,2020,ACDC
4D Semantic Cardiac Magnetic Resonance Image Synthesis on XCAT  Anatomical Model,10.48550/arxiv.2002.07089,2020,ACDC
How well do U-Net-based segmentation trained on adult cardiac magnetic  resonance imaging data generalise to rare congenital heart diseases for  surgical planning?,10.48550/arxiv.2002.04392,2020,ACDC
Image-Based Cardiac Diagnosis With Machine Learning: A Review,10.3389/fcvm.2020.00001,2020,ACDC
Artificial Intelligence for Cardiac Imaging-Genetics Research,10.3389/fcvm.2019.00195,2020,ACDC
SAUNet: Shape Attentive U-Net for Interpretable Medical Image  Segmentation,10.48550/arxiv.2001.07645,2020,ACDC
Automated Left and Right Chamber Segmentation in Cardiac MRI Using Dense Fully Convolutional Neural Network,10.22489/cinc.2020.247,2020,ACDC
Improving cardiac MRI convolutional neural network segmentation on small training datasets and dataset shift: A continuous kernel cut approach,10.1016/j.media.2020.101636,2020,ACDC
Machine Learning Approaches for Myocardial Motion and Deformation Analysis,10.3389/fcvm.2019.00190,2020,ACDC
A context based deep learning approach for unbalanced medical image  segmentation,10.48550/arxiv.2001.02387,2020,ACDC
Explainable Anatomical Shape Analysis Through Deep Hierarchical Generative Models,10.1109/tmi.2020.2964499,None,ACDC
Automatic segmentation of the left ventricle myocardium by a multi-view deformable model,10.1117/12.2542580,2020,ACDC
A deblurring model for super-resolution MRI interpolated images,10.1117/12.2542584,2020,ACDC
